variant_and_allele,p_value,trait,gene,location
rs8054347-<b>A</b>,1e-07,schizophrenia,RBFOX1,16:6667756
rs7529073-<b>C</b>,1e-07,schizophrenia,PROX1-AS1,1:213974546
rs80021942-<b>C</b>,1e-07,schizophrenia,UNKNOWN,3:161738174
rs1878561-<b>A</b>,1e-07,schizophrenia,FAM86B3P,8:8234883
rs6782299-<b>T</b>,1e-07,schizophrenia,UNKNOWN,Mapping not available
rs7438-<b>G</b>,1e-07,schizophrenia,CLCN3,4:169721095
rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-1296P,5:51094157
rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-480P,5:51094157
rs1907719-<b>T</b>,1e-07,schizophrenia,KCNMA1,10:77003539
rs41297816-<b>G</b>,1e-07,schizophrenia,TBX1,22:19776455
rs221780-<b>G</b>,1e-07,schizophrenia,POP7,7:100699412
rs221780-<b>G</b>,1e-07,schizophrenia,GIGYF1,7:100699412
rs56145559-<b>T</b>,1e-07,schizophrenia,ALMS1,2:73396311
rs76869799-<b>G</b>,1e-07,schizophrenia,DPYD,1:97368969
rs2048656-<b>A</b>,1e-07,schizophrenia,TNKS,8:9787149
rs7779018-<b>A</b>,1e-07,schizophrenia,CADPS2,7:122310911
rs7779018-<b>A</b>,1e-07,schizophrenia,FEZF1,7:122310911
rs1033023-<b>A</b>,2e-07,schizophrenia,UNKNOWN,1:239045834
rs11687077-<b>A</b>,2e-07,schizophrenia,LINC01173,2:234803226
rs1042992-<b>T</b>,2e-07,schizophrenia,BNIP3L,8:26411675
rs138880-<b>C</b>,2e-07,schizophrenia,BRD1,22:49824963
rs1506297-<b>T</b>,2e-07,schizophrenia,RBMS3,3:30030816
rs4765905-<b>?</b>,2e-07,schizophrenia,CACNA1C,12:2240418
rs7004633-<b>A</b>,2e-07,schizophrenia,UNKNOWN,8:88748082
rs1344706-<b>T</b>,2e-07,schizophrenia,ZNF804A,2:184913701
rs4626214-<b>G</b>,2e-07,schizophrenia,LINC02267,4:96805918
rs4624519-<b>?</b>,2e-07,schizophrenia,LINC02033,3:36821489
rs2391672-<b>A</b>,2e-07,schizophrenia,LINC01761,1:95456141
rs58625333-<b>A</b>,2e-07,schizophrenia,ZZEF1,17:4112703
rs2565065-<b>A</b>,2e-07,schizophrenia,CHRNA2,8:27470504
rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SLAMF1,1:160660353
rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SETP9,1:160660353
rs10124101-<b>G</b>,2e-07,schizophrenia,HMGB3P24,9:36308830
rs10124101-<b>G</b>,2e-07,schizophrenia,RNF38,9:36308830
rs74804370-<b>C</b>,2e-07,schizophrenia,UNKNOWN,8:34141053
rs533123-<b>A</b>,2e-07,schizophrenia,OPRD1,1:28814643
rs7619427-<b>G</b>,2e-07,schizophrenia,RNU6-367P,3:44035549
rs62148129-<b>A</b>,2e-07,schizophrenia,SFXN5,2:72977074
rs3818802-<b>A</b>,2e-07,schizophrenia,SDCCAG8,1:243286579
rs2526882-<b>G</b>,2e-07,schizophrenia,PCNX1,14:70907985
rs12561919-<b>?</b>,2e-07,schizophrenia,C1orf167,1:11779866
rs2077586-<b>A</b>,2e-07,schizophrenia,EMX1,2:72934422
rs1411740-<b>A</b>,2e-07,schizophrenia,LINC00571,13:38256005
rs61747867-<b>T</b>,2e-07,schizophrenia,H2AC10P,6:26272320
rs11625793-<b>G</b>,2e-07,schizophrenia,NCOA4P1,14:65849165
rs5769765-<b>G</b>,2e-07,schizophrenia,ZBED4,22:49877528
rs1838472-<b>C</b>,2e-07,schizophrenia,KALRN,3:124332814
rs7934083-<b>C</b>,2e-07,schizophrenia,MTND4LP18,11:81492479
rs12664251-<b>A</b>,2e-07,schizophrenia,FAM184A,6:119023381
rs56038139-<b>G</b>,2e-07,schizophrenia,ARHGEF26,3:154245185
rs16851048-<b>?</b>,2e-07,schizophrenia,BRINP2,1:177306870
rs16851048-<b>?</b>,2e-07,schizophrenia,LINC01645,1:177306870
rs7122181-<b>T</b>,2e-07,schizophrenia,MTND4LP18,11:81491868
rs76432012-<b>T</b>,2e-07,schizophrenia,UNKNOWN,Mapping not available
rs3759413-<b>C</b>,2e-07,schizophrenia,CLSTN3,12:7138610
rs2796441-<b>G</b>,2e-07,schizophrenia,TLE1,9:81694033
rs2796441-<b>G</b>,2e-07,schizophrenia,RNU6-1035P,9:81694033
rs230529-<b>T</b>,2e-07,treatment refractory schizophrenia,NFKB1,4:102536261
rs12142465-<b>C</b>,2e-07,schizophrenia,SLC45A1,1:8329994
rs1460583-<b>C</b>,2e-07,schizophrenia,ZFPM2,8:105096365
rs78381888-<b>A</b>,2e-07,schizophrenia,ANKRD23,2:96835038
rs78381888-<b>A</b>,2e-07,schizophrenia,CNNM3,2:96835038
rs10085567-<b>A</b>,2e-07,schizophrenia,GTF2IP7,7:76104888
rs10878577-<b>A</b>,2e-07,schizophrenia,GGTA2P,12:67200061
rs10878577-<b>A</b>,2e-07,schizophrenia,RAB11AP2,12:67200061
rs7811417-<b>T</b>,2e-07,schizophrenia,SP4,7:21494534
rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6,16:68289751
rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6OS,16:68289751
rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-1296P,5:51094157
rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-480P,5:51094157
rs3824451-<b>C</b>,2e-07,schizophrenia,GABBR2,9:98309240
rs6035684-<b>C</b>,3e-07,schizophrenia,MRPS11P1,20:20754934
rs6035684-<b>C</b>,3e-07,schizophrenia,RN7SL607P,20:20754934
rs6500602-<b>T</b>,3e-07,schizophrenia,DNAJA3,16:4447450
rs12883788-<b>T</b>,3e-07,schizophrenia,AKAP6,14:32834334
rs12541491-<b>T</b>,3e-07,schizophrenia,MSRA,8:10392538
rs4470825-<b>G</b>,3e-07,schizophrenia,DOP1A,6:83080079
rs12190758-<b>G</b>,3e-07,schizophrenia,UNKNOWN,6:92438623
rs2312147-<b>C</b>,3e-07,schizophrenia,VRK2,2:57995793
rs324017-<b>C</b>,3e-07,schizophrenia,NAB2,12:57094031
rs6946310-<b>T</b>,3e-07,schizophrenia,YWHAG,7:76306782
rs6946310-<b>T</b>,3e-07,schizophrenia,HSPB1,7:76306782
rs314272-<b>G</b>,3e-07,schizophrenia,LIN28B,6:105014129
rs10863593-<b>?</b>,3e-07,schizophrenia,MIR29B2CHG,1:207844729
rs62244881-<b>T</b>,3e-07,schizophrenia,FOXP1,3:71519926
rs13027106-<b>C</b>,3e-07,schizophrenia,PNPP1,2:76228042
rs13027106-<b>C</b>,3e-07,schizophrenia,TDRD15,2:76228042
rs2868985-<b>A</b>,3e-07,schizophrenia,MIR217HG,2:55964335
rs7537052-<b>G</b>,3e-07,schizophrenia,TRAPPC3,1:36151340
rs75608493-<b>C</b>,3e-07,schizophrenia,LINC01741,1:177796886
rs7727515-<b>G</b>,3e-07,schizophrenia,GRIA1,5:153512744
rs7233277-<b>A</b>,3e-07,schizophrenia,LINC01929,18:55074287
rs589249-<b>G</b>,3e-07,schizophrenia,FTLP18,1:36696751
rs589249-<b>G</b>,3e-07,schizophrenia,GRIK3,1:36696751
rs2581794-<b>A</b>,3e-07,schizophrenia,SFMBT1,3:53002190
rs2734325-<b>T</b>,3e-07,schizophrenia,STK19,6:31977869
rs2470578-<b>G</b>,3e-07,schizophrenia,TBC1D5,3:17288600
rs540425-<b>T</b>,3e-07,schizophrenia,DDX56,7:44552473
rs540425-<b>T</b>,3e-07,schizophrenia,NPC1L1,7:44552473
rs10894294-<b>?</b>,3e-07,schizophrenia,SNX19,11:130960853
rs10894294-<b>?</b>,3e-07,schizophrenia,RN7SL167P,11:130960853
rs1360695-<b>A</b>,3e-07,schizophrenia,UNKNOWN,9:119786808
rs7233060-<b>?</b>,3e-07,schizophrenia,CTDP1,18:79632379
rs6990941-<b>C</b>,3e-07,schizophrenia,UNKNOWN,8:88632202
rs7915131-<b>C</b>,3e-07,schizophrenia,ALDH7A1P4,10:62658896
rs1329313-<b>T</b>,3e-07,schizophrenia,LINC00457,13:34619885
rs13233308-<b>C</b>,3e-07,schizophrenia,ABCB1,7:87615644
rs9584154-<b>A</b>,3e-07,schizophrenia,GPC6,13:93774100
rs1108252-<b>T</b>,3e-07,schizophrenia,EFHD1,2:232688857
rs1108252-<b>T</b>,3e-07,schizophrenia,GIGYF2,2:232688857
rs3132935-<b>?</b>,3e-07,schizophrenia,NOTCH4,6:32203298
rs12592967-<b>?</b>,3e-07,schizophrenia,UNKNOWN,15:61578744
rs7897654-<b>T</b>,3e-07,schizophrenia,CNNM2,10:102902701
rs7897654-<b>T</b>,3e-07,schizophrenia,BORCS7-ASMT,10:102902701
rs11156875-<b>A</b>,3e-07,schizophrenia,PRORP,14:35150610
rs34685708-<b>?</b>,4e-07,schizophrenia,SLC4A10,2:161972220
rs74896189-<b>A</b>,4e-07,schizophrenia,CNTN1,12:40732930
rs16897515-<b>C</b>,4e-07,schizophrenia,POM121L2,6:27310241
rs10967505-<b>A</b>,4e-07,schizophrenia,UNKNOWN,9:26737658
rs4129148-<b>C</b>,4e-07,schizophrenia,RPL14P5,X:1029445
rs2917569-<b>T</b>,4e-07,schizophrenia,OPCML,11:132698360
rs2828478-<b>A</b>,4e-07,schizophrenia,UNKNOWN,21:23732894
rs146797905-<b>A</b>,4e-07,schizophrenia,NTRK3,15:88215343
rs13168670-<b>T</b>,4e-07,schizophrenia,VTRNA1-3,5:140767314
rs13168670-<b>T</b>,4e-07,schizophrenia,PCDHA1,5:140767314
rs12877581-<b>C</b>,4e-07,schizophrenia,KLF12,13:73751362
rs61847307-<b>C</b>,4e-07,schizophrenia,PRKG1,10:52184682
rs6825268-<b>G</b>,4e-07,schizophrenia,TBC1D19,4:26781831
rs6825268-<b>G</b>,4e-07,schizophrenia,STIM2,4:26781831
rs2026714-<b>G</b>,4e-07,schizophrenia,KDM4C,9:7177284
rs7523654-<b>T</b>,4e-07,schizophrenia,NGF-AS1,1:115318644
rs7523654-<b>T</b>,4e-07,schizophrenia,NGF,1:115318644
rs1914395-<b>A</b>,4e-07,schizophrenia,CALN1,7:72374423
rs56873913-<b>?</b>,4e-07,schizophrenia,NOSIP,19:49587942
rs56873913-<b>?</b>,4e-07,schizophrenia,PRRG2,19:49587942
rs319204-<b>T</b>,4e-07,schizophrenia,PPP2R2B,5:146882926
rs12755164-<b>A</b>,4e-07,schizophrenia,KRT8P21,1:73170208
rs12755164-<b>A</b>,4e-07,schizophrenia,RN7SKP19,1:73170208
rs7521492-<b>A</b>,4e-07,schizophrenia,UNKNOWN,1:163758686
rs10199182-<b>A</b>,4e-07,schizophrenia,LINC01884,2:22524252
rs7445192-<b>G</b>,5e-07,schizophrenia,VTRNA1-3,5:140759116
rs7445192-<b>G</b>,5e-07,schizophrenia,PCDHA1,5:140759116
rs7562618-<b>C</b>,5e-07,schizophrenia,RNA5SP87,2:22307927
rs11345859-<b>A</b>,5e-07,schizophrenia,KIT,4:54669212
rs7577463-<b>G</b>,5e-07,schizophrenia,SPHKAP,2:228130066
rs35662245-<b>A</b>,5e-07,schizophrenia,LINC01911,2:146825619
rs13358908-<b>C</b>,5e-07,schizophrenia,UNKNOWN,5:46349602
rs12071951-<b>?</b>,5e-07,schizophrenia,RPL7P9,1:96648359
rs12071951-<b>?</b>,5e-07,schizophrenia,NDUFS5P2,1:96648359
rs57549656-<b>G</b>,5e-07,schizophrenia,GNG7,19:2687653
rs6800435-<b>A</b>,5e-07,schizophrenia,LINC00606,3:10762866
rs4273100-<b>T</b>,5e-07,schizophrenia,EPN2,17:19250104
rs11534004-<b>A</b>,5e-07,schizophrenia,PPP1R3A,7:113827389
rs2961033-<b>C</b>,5e-07,schizophrenia,YWHAG,7:76335026
rs514209-<b>C</b>,5e-07,schizophrenia,TRPM6,9:74727899
rs2905627-<b>T</b>,5e-07,schizophrenia,CXXC4-AS1,4:104528928
rs893949-<b>C</b>,5e-07,schizophrenia,B3GAT1-DT,11:134426490
rs142089946-<b>G</b>,5e-07,schizophrenia,ZSWIM6,5:61495766
rs10967586-<b>G</b>,5e-07,schizophrenia,RN7SL100P,9:26895810
rs2237436-<b>C</b>,5e-07,schizophrenia,INHBA,7:41691333
rs2372993-<b>C</b>,5e-07,schizophrenia,QPCT,2:37334786
rs2372993-<b>C</b>,5e-07,schizophrenia,RNU6-939P,2:37334786
rs16937-<b>A</b>,5e-07,schizophrenia,CNTN2,1:205066327
rs11127668-<b>C</b>,5e-07,schizophrenia,HMGB1P38,3:79866620
rs11127668-<b>C</b>,5e-07,schizophrenia,ROBO1,3:79866620
rs36025579-<b>G</b>,5e-07,schizophrenia,DPYD,1:97337068
rs7599488-<b>C</b>,6e-07,schizophrenia,BCL11A,2:60491212
rs10077591-<b>?</b>,6e-07,schizophrenia,PGAM1P1,5:165935005
rs10077591-<b>?</b>,6e-07,schizophrenia,RPL7P20,5:165935005
rs10744422-<b>T</b>,6e-07,schizophrenia,HIP1R,12:122852242
rs76329678-<b>A</b>,6e-07,schizophrenia,EMB,5:50534452
rs16914811-<b>A</b>,6e-07,schizophrenia,GABBR2,9:98314345
rs58605417-<b>G</b>,6e-07,schizophrenia,MMP16,8:88282093
rs9611177-<b>C</b>,6e-07,schizophrenia,TAB1,22:39444125
rs9611177-<b>C</b>,6e-07,schizophrenia,MGAT3,22:39444125
rs2237457-<b>T</b>,6e-07,treatment refractory schizophrenia,GRB10,7:50658447
rs583583-<b>A</b>,6e-07,schizophrenia,BCL9,1:147611315
rs7544736-<b>G</b>,6e-07,schizophrenia,PTBP2,1:96698787
rs7544736-<b>G</b>,6e-07,schizophrenia,RN7SKP270,1:96698787
rs2247419-<b>G</b>,6e-07,schizophrenia,ADGRV1,5:90859597
rs12154597-<b>?</b>,7e-07,schizophrenia,GSDME,7:24746263
rs502834-<b>?</b>,7e-07,schizophrenia,IGSF9B,11:133947438
rs9384900-<b>T</b>,7e-07,schizophrenia,HDAC2-AS2,6:114389931
rs6568685-<b>A</b>,7e-07,schizophrenia,TRAF3IP2-AS1,6:111499910
rs11220082-<b>?</b>,7e-07,schizophrenia,FEZ1,11:125454069
rs16915157-<b>?</b>,7e-07,schizophrenia,ANK3,10:60586880
rs4632195-<b>T</b>,7e-07,schizophrenia,DCC,18:53220378
rs2293052-<b>G</b>,7e-07,schizophrenia,NOS1,12:117277815
rs6868545-<b>C</b>,7e-07,schizophrenia,LINC01470,5:153115323
rs710369-<b>C</b>,7e-07,schizophrenia,LINC02144,5:87799433
rs61990820-<b>G</b>,7e-07,schizophrenia,NRXN3,14:79899927
rs12447542-<b>A</b>,7e-07,schizophrenia,RBFOX1,16:7694178
rs359260-<b>T</b>,7e-07,schizophrenia,MIR4432HG,2:60259801
rs9362395-<b>T</b>,7e-07,schizophrenia,RCN1P1,6:87144623
rs9362395-<b>T</b>,7e-07,schizophrenia,ZNF292,6:87144623
rs9607791-<b>A</b>,7e-07,schizophrenia,RANGAP1,22:41298384
rs9607791-<b>A</b>,7e-07,schizophrenia,ZC3H7B,22:41298384
rs4733770-<b>G</b>,8e-07,schizophrenia,ASAP1,8:130140419
rs146300688-<b>T</b>,8e-07,schizophrenia,LINC01320,2:34062217
rs73060317-<b>T</b>,8e-07,schizophrenia,SP4,7:21480594
rs70988775-<b>?</b>,8e-07,schizophrenia,VTRNA1-3,5:140776321
rs70988775-<b>?</b>,8e-07,schizophrenia,PCDHA1,5:140776321
rs140130327-<b>T</b>,8e-07,schizophrenia,Y_RNA,3:191623790
rs11785400-<b>T</b>,8e-07,schizophrenia,JRK,8:142649072
rs11785400-<b>T</b>,8e-07,schizophrenia,ARC,8:142649072
rs11807834-<b>A</b>,8e-07,schizophrenia,GALNT2,1:230136877
rs77221366-<b>C</b>,8e-07,schizophrenia,SHISA9,16:13018138
rs200327371-<b>?</b>,8e-07,schizophrenia,EPC2,2:148671610
rs1682361-<b>G</b>,8e-07,schizophrenia,IL20RB,3:137015172
rs12412942-<b>A</b>,8e-07,schizophrenia,LINC02645,10:2315508
rs12412942-<b>A</b>,8e-07,schizophrenia,LINC00701,10:2315508
rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1-AS1,6:32317765
rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1,6:32317765
rs13301469-<b>C</b>,8e-07,schizophrenia,GLIS3,9:3911353
rs117578877-<b>T</b>,9e-07,schizophrenia,GRIN2B,12:13528544
rs61765555-<b>C</b>,9e-07,schizophrenia,UNKNOWN,1:73492132
rs9677260-<b>T</b>,9e-07,schizophrenia,HECW2,2:196463011
rs10503256-<b>?</b>,9e-07,schizophrenia,CSMD1,8:4356657
rs12052801-<b>G</b>,9e-07,schizophrenia,PPP3R1,2:68196086
rs6707588-<b>T</b>,9e-07,schizophrenia,ZFAND2B,2:219196879
rs12922317-<b>G</b>,9e-07,schizophrenia,SNX29,16:11983775
rs28375034-<b>G</b>,9e-07,schizophrenia,EXOC4,7:133201294
rs28375034-<b>G</b>,9e-07,schizophrenia,ST13P7,7:133201294
rs270776-<b>G</b>,9e-07,schizophrenia,LILRP2,19:54711025
rs7341475-<b>G</b>,9e-07,schizophrenia,RELN,7:103764368
rs2194545-<b>G</b>,9e-07,schizophrenia,SNF8P1,2:228418495
rs2194545-<b>G</b>,9e-07,schizophrenia,LINC01807,2:228418495
rs1075195-<b>T</b>,9e-07,schizophrenia,Metazoa_SRP,20:38718108
rs1075195-<b>T</b>,9e-07,schizophrenia,SLC32A1,20:38718108
rs11240341-<b>T</b>,9e-07,schizophrenia,CNTN2,1:205046156
rs227932-<b>G</b>,9e-07,schizophrenia,TRA2A,7:23584856
rs227932-<b>G</b>,9e-07,schizophrenia,CLK2P1,7:23584856
rs5936660-<b>?</b>,9e-07,schizophrenia,PJA1,X:69158094
rs114042773-<b>C</b>,9e-07,schizophrenia,LINC02240,5:125639572
rs7547473-<b>A</b>,9e-07,schizophrenia,LINC02778,1:60180891
rs10745841-<b>C</b>,1e-06,schizophrenia,ANKS1B,12:99099957
rs11231629-<b>C</b>,1e-06,schizophrenia,MARK2,11:63881101
rs1033394-<b>C</b>,1e-06,schizophrenia,HDAC2-AS2,6:114392159
rs643410-<b>A</b>,1e-06,schizophrenia,TMEM245,9:109037283
rs9789483-<b>A</b>,1e-06,schizophrenia,EIF3FP3,2:58265210
rs9789483-<b>A</b>,1e-06,schizophrenia,LINC01795,2:58265210
rs144960271-<b>T</b>,1e-06,schizophrenia,RBX1,22:40993781
rs144960271-<b>T</b>,1e-06,schizophrenia,Y_RNA,22:40993781
rs3847375-<b>?</b>,1e-06,schizophrenia,NEBL,10:21278636
rs648516-<b>T</b>,1e-06,schizophrenia,LINC00571,13:38255485
rs11102159-<b>T</b>,1e-06,schizophrenia,NRBF2P3,1:110782105
rs11102159-<b>T</b>,1e-06,schizophrenia,Y_RNA,1:110782105
rs111547017-<b>A</b>,1e-06,schizophrenia,ZNF318,6:43373951
rs111547017-<b>A</b>,1e-06,schizophrenia,ABCC10,6:43373951
rs190474885-<b>C</b>,1e-06,schizophrenia,NT5C2,10:103213560
rs13247936-<b>G</b>,1e-06,schizophrenia,UNKNOWN,7:8921233
rs2306864-<b>G</b>,1e-06,schizophrenia,DNAH1,3:52359426
rs17206232-<b>?</b>,1e-06,schizophrenia,ADAMTS6,5:65137573
rs17206232-<b>?</b>,1e-06,schizophrenia,Y_RNA,5:65137573
rs4727751-<b>T</b>,1e-06,schizophrenia,MAGI2,7:78707618
rs9293741-<b>A</b>,1e-06,schizophrenia,SCAMP1-AS1,5:78328190
rs9293741-<b>A</b>,1e-06,schizophrenia,Y_RNA,5:78328190
rs524732-<b>A</b>,1e-06,schizophrenia,MTHFD1L,6:150993705
rs12140439-<b>C</b>,1e-06,schizophrenia,LINC01741,1:177753772
rs9267119-<b>C</b>,1e-06,schizophrenia,LINC01149,6:31456808
rs9267119-<b>C</b>,1e-06,schizophrenia,HCP5,6:31456808
rs9882618-<b>T</b>,1e-06,schizophrenia,SLC38A3,3:50200112
rs9882618-<b>T</b>,1e-06,schizophrenia,GNAT1,3:50200112
rs4629607-<b>G</b>,1e-06,schizophrenia,MRPS30,5:44857365
rs11730701-<b>G</b>,1e-06,schizophrenia,UNKNOWN,4:24130930
rs196590-<b>C</b>,1e-06,schizophrenia,EEPD1,7:36285952
rs13176547-<b>T</b>,1e-06,schizophrenia,RANBP3L,5:36370194
rs8067545-<b>C</b>,1e-06,schizophrenia,SPECC1,17:20009397
rs10812882-<b>T</b>,1e-06,schizophrenia,MIR873,9:28891819
rs17512836-<b>C</b>,1e-06,schizophrenia,TCF4,18:55527730
rs548181-<b>G</b>,1e-06,schizophrenia,FEZ1,11:125591814
rs548181-<b>G</b>,1e-06,schizophrenia,STT3A,11:125591814
rs112845369-<b>?</b>,1e-06,schizophrenia,LINC01579,15:93627884
rs11597473-<b>G</b>,1e-06,schizophrenia,NEURL1,10:103559284
rs41464545-<b>A</b>,1e-06,schizophrenia,LINC02232,4:64952689
rs12914626-<b>C</b>,1e-06,schizophrenia,LIPC,15:58446224
rs12914626-<b>C</b>,1e-06,schizophrenia,ALDH1A2,15:58446224
rs12914626-<b>C</b>,1e-06,schizophrenia,LIPC-AS1,15:58446224
rs12478234-<b>A</b>,1e-06,schizophrenia,ZNF385B,2:179470242
rs12880187-<b>A</b>,1e-06,schizophrenia,UNKNOWN,14:29332972
rs950394-<b>G</b>,1e-06,schizophrenia,AHCYP3,2:104353789
rs11617058-<b>T</b>,1e-06,schizophrenia,UNKNOWN,13:84718977
rs11680328-<b>T</b>,1e-06,schizophrenia,KCNS3,2:17856540
rs11680328-<b>T</b>,1e-06,schizophrenia,MSGN1,2:17856540
rs12129719-<b>A</b>,1e-06,schizophrenia,PDE4B,1:65858829
rs114540395-<b>T</b>,1e-06,schizophrenia,FGF8,10:101719305
rs114540395-<b>T</b>,1e-06,schizophrenia,FBXW4,10:101719305
rs2357066-<b>T</b>,1e-06,schizophrenia,SIPA1L2,1:232419607
rs1920592-<b>?</b>,1e-06,schizophrenia,TBX5,12:114267781
rs1920592-<b>?</b>,1e-06,schizophrenia,LINC02459,12:114267781
rs10429924-<b>?</b>,1e-06,schizophrenia,UNKNOWN,1:244227262
rs185572712-<b>G</b>,1e-06,schizophrenia,ERCC8,5:60877688
rs3759413-<b>T</b>,1e-06,schizophrenia,CLSTN3,12:7138610
rs62055045-<b>G</b>,1e-06,schizophrenia,CALB2,16:71362758
rs1502844-<b>C</b>,1e-06,schizophrenia,LINC00492,5:102523613
rs1502844-<b>C</b>,1e-06,schizophrenia,SLCO6A1,5:102523613
rs11064768-<b>A</b>,1e-06,schizophrenia,CCDC60,12:119380704
rs4073405-<b>?</b>,1e-06,schizophrenia,SYT13,11:45302302
rs4073405-<b>?</b>,1e-06,schizophrenia,LINC02696,11:45302302
rs73201076-<b>C</b>,1e-06,schizophrenia,IMMP2L,7:111135343
rs1021487-<b>C</b>,1e-06,schizophrenia,LINC02494,4:58590920
rs4799571-<b>A</b>,1e-06,schizophrenia,DSG1-AS1,18:31416664
rs7314326-<b>A</b>,1e-06,schizophrenia,SOX5,12:23954663
rs8057927-<b>C</b>,1e-06,schizophrenia,CDH13,16:82659207
rs7712671-<b>G</b>,1e-06,schizophrenia,RPL35AP15,5:117201554
rs17396122-<b>G</b>,1e-06,schizophrenia,VN1R18P,2:47993197
rs3812831-<b>C</b>,1e-06,schizophrenia,RASA3,13:114134675
rs3812831-<b>C</b>,1e-06,schizophrenia,CFAP97D2,13:114134675
rs9908102-<b>T</b>,2e-06,schizophrenia,ELAC2,17:12993236
rs6468049-<b>T</b>,2e-06,schizophrenia,UNKNOWN,8:31484951
rs9924758-<b>C</b>,2e-06,schizophrenia,TMF1P1,16:13522627
rs2296342-<b>A</b>,2e-06,schizophrenia,ITPR3,6:33659300
rs1765142-<b>A</b>,2e-06,schizophrenia,ARL14EP,11:30357012
rs1765142-<b>A</b>,2e-06,schizophrenia,RPL12P30,11:30357012
rs9316337-<b>G</b>,2e-06,schizophrenia,ZDHHC20,13:21388068
rs17731-<b>A</b>,2e-06,schizophrenia,KLF6,10:3779369
rs72926932-<b>A</b>,2e-06,schizophrenia,TCF4,18:55383415
rs58880514-<b>A</b>,2e-06,schizophrenia,UNKNOWN,7:70939851
rs7194676-<b>C</b>,2e-06,schizophrenia,ZCCHC14,16:87456285
rs4468298-<b>T</b>,2e-06,schizophrenia,UNKNOWN,10:36754522
rs11211309-<b>A</b>,2e-06,schizophrenia,MKNK1,1:46579541
rs6678676-<b>C</b>,2e-06,schizophrenia,LINC00862,1:200297375
rs12997796-<b>A</b>,2e-06,schizophrenia,RMND5A,2:86747195
rs35451246-<b>T</b>,2e-06,schizophrenia,UBE2G1,17:4291351
rs12938078-<b>A</b>,2e-06,schizophrenia,MSI2,17:57665916
rs147897924-<b>C</b>,2e-06,schizophrenia,LINC02264,4:117923644
rs12699131-<b>?</b>,2e-06,schizophrenia,CALN1,7:72286331
rs12332385-<b>T</b>,2e-06,schizophrenia,CCDC192,5:127878652
rs4775413-<b>?</b>,2e-06,schizophrenia,UNKNOWN,15:61547904
rs9631085-<b>A</b>,2e-06,schizophrenia,ANKRD36,2:97220558
rs16977195-<b>?</b>,2e-06,schizophrenia,AGBL1,15:86441009
rs10911902-<b>?</b>,2e-06,schizophrenia,PTGS2,1:186663185
rs10911902-<b>?</b>,2e-06,schizophrenia,SSBP3,1:186663185
rs12069356-<b>A</b>,2e-06,schizophrenia,PMVK,1:154877295
rs12069356-<b>A</b>,2e-06,schizophrenia,KCNN3,1:154877295
rs117799466-<b>C</b>,2e-06,schizophrenia,LPCAT4,15:34367316
rs117799466-<b>C</b>,2e-06,schizophrenia,ACTG1P15,15:34367316
rs10928112-<b>C</b>,2e-06,schizophrenia,LRP1B,2:141573400
rs12681288-<b>A</b>,2e-06,schizophrenia,DLGAP2,8:1085152
rs12498839-<b>A</b>,2e-06,schizophrenia,GPM6A,4:175810250
rs76832595-<b>A</b>,2e-06,schizophrenia,KLHL29,2:23503849
rs8099121-<b>A</b>,2e-06,schizophrenia,PPIAP14,18:4980409
rs11130874-<b>?</b>,2e-06,schizophrenia,PTPRG,3:62079095
rs10252923-<b>A</b>,2e-06,schizophrenia,NIPA2P1,7:91275726
rs10252923-<b>A</b>,2e-06,schizophrenia,FZD1,7:91275726
rs2977993-<b>A</b>,2e-06,schizophrenia,KYAT1,9:128846507
rs1006737-<b>?</b>,2e-06,schizophrenia,CACNA1C,12:2236129
rs113731670-<b>C</b>,2e-06,schizophrenia,LINC02828,6:24738159
rs10262624-<b>C</b>,2e-06,schizophrenia,STK31,7:23876057
rs10783624-<b>C</b>,2e-06,schizophrenia,LINC02406,12:39129105
rs11006253-<b>A</b>,2e-06,schizophrenia,BICC1,10:58759688
rs11004008-<b>G</b>,2e-06,schizophrenia,PCDH15,10:54025428
rs12738007-<b>?</b>,2e-06,schizophrenia,MECR,1:29195193
rs2242194-<b>G</b>,2e-06,schizophrenia,ZBTB7B,1:155017821
rs504918-<b>C</b>,2e-06,schizophrenia,KALRN,3:124364323
rs12611334-<b>G</b>,2e-06,schizophrenia,CLC,19:39738769
rs12611334-<b>G</b>,2e-06,schizophrenia,LEUTX,19:39738769
rs2860223-<b>C</b>,2e-06,schizophrenia,Metazoa_SRP,8:133656434
rs2860223-<b>C</b>,2e-06,schizophrenia,ST3GAL1-DT,8:133656434
rs13074132-<b>T</b>,2e-06,schizophrenia,FHIT,3:60335351
rs41314284-<b>T</b>,2e-06,schizophrenia,STUM,1:226602300
rs7045881-<b>?</b>,2e-06,schizophrenia,PLAA,9:26935998
