variant_and_allele,p_value,trait,gene,location,af,tissues
rs9467711-<b>A</b>,1.9999999999999999e-22,schizophrenia,H3C9P,6:26332377,0.8598508746773731,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs115123779-<b>G</b>,3.9999999999999997e-22,schizophrenia,LINC02829,6:29510044,-1.0,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Brain_Cerebellum
rs34661691-<b>?</b>,6e-22,schizophrenia,H2BC6,6:26173250,-1.0,Artery_Coronary&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum
rs7596038-<b>?</b>,7.000000000000001e-22,schizophrenia,VRK2,2:58156685,-1.0,Thyroid
rs116408368-<b>T</b>,1.0000000000000001e-21,schizophrenia,TRIM26,6:30202733,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs401754-<b>T</b>,2.0000000000000002e-21,schizophrenia,H2AC14,6:27814760,0.9106329857541492,
rs16894116-<b>G</b>,2.999999999999999e-21,schizophrenia,COX11P1,6:28447190,0.7997052079921388,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs7766356-<b>?</b>,2.999999999999999e-21,schizophrenia,ZSCAN23,6:28432761,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs13198474-<b>G</b>,2.9999999999999997e-20,schizophrenia,SLC17A3,6:25874195,0.9396357973348436,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs115031589-<b>G</b>,2.9999999999999997e-20,schizophrenia,ZBED9,6:28594812,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs115123027-<b>T</b>,4.0000000000000004e-20,schizophrenia,SFTA2,6:30939558,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs115123027-<b>T</b>,4.0000000000000004e-20,schizophrenia,MUCL3,6:30939558,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs11191424-<b>G</b>,4.0000000000000004e-20,schizophrenia,BORCS7-ASMT,10:102866129,0.6443383094129506,
rs142536810-<b>C</b>,5e-20,schizophrenia,HSPA1A,6:31819390,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs142536810-<b>C</b>,5e-20,schizophrenia,HSPA1B,6:31819390,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2007044-<b>?</b>,5.999999999999998e-20,schizophrenia,CACNA1C,12:2235794,-1.0,
rs116509918-<b>G</b>,5.999999999999998e-20,schizophrenia,HLA-B,6:31345252,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs116509918-<b>G</b>,5.999999999999998e-20,schizophrenia,LINC02571,6:31345252,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2596500-<b>A</b>,8.000000000000001e-20,schizophrenia,HLA-B,6:31353490,0.9523071420054848,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2596500-<b>A</b>,8.000000000000001e-20,schizophrenia,LINC02571,6:31353490,0.9523071420054848,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs34104395-<b>C</b>,8.999999999999998e-20,schizophrenia,BTN1A1P1,6:26478024,0.9163859012569652,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2159100-<b>?</b>,1e-19,schizophrenia,CACNA1C,12:2237227,-1.0,
rs114200269-<b>T</b>,2e-19,schizophrenia,MICC,6:30368886,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs114200269-<b>T</b>,2e-19,schizophrenia,UBQLN1P1,6:30368886,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs4298967-<b>?</b>,2e-19,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs1702294-<b>C</b>,3e-19,schizophrenia,UNKNOWN,Mapping not available,0.8065170819709099,
rs116396069-<b>C</b>,3e-19,schizophrenia,LINC00243,6:30830920,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs116396069-<b>C</b>,3e-19,schizophrenia,LINC02570,6:30830920,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2159100-<b>T</b>,3e-19,schizophrenia,CACNA1C,12:2237227,0.3136395630575145,
rs77296290-<b>C</b>,4e-19,schizophrenia,HLA-DQB1,6:32667519,-1.0,
rs9274623-<b>G</b>,6e-19,schizophrenia,HLA-DQB1,6:32668221,0.8970766536440792,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs11191419-<b>T</b>,6e-19,schizophrenia,BORCS7,10:102852578,0.6442212709911096,
rs11191419-<b>T</b>,6e-19,schizophrenia,PTGES3P4,10:102852578,0.6442212709911096,
rs67682613-<b>G</b>,6.999999999999998e-19,schizophrenia,NEU1,6:31858928,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Kidney_Cortex&Brain_Amygdala&Whole_Blood&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs149979052-<b>C</b>,6.999999999999998e-19,schizophrenia,PSORS1C1,6:31137370,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
