,variant_and_allele,p_value,trait,gene,location
2105,rs10860964-<b>?</b>,5e-08,schizophrenia,C12orf42,12:103202677
631,rs75836205-<b>T</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
352,rs28607014-<b>?</b>,5e-08,schizophrenia,NOS1,12:117270806
2495,rs2916068-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
2421,rs35751669-<b>A</b>,5e-08,schizophrenia,TENM3,4:182716504
61,rs80256351-<b>C</b>,5e-08,schizophrenia,ACTG1P22,2:57844458
61,rs80256351-<b>C</b>,5e-08,schizophrenia,VRK2,2:57844458
167,rs8012642-<b>C</b>,5e-08,schizophrenia,MTCYBP27,14:84203137
219,rs7757969-<b>T</b>,5e-08,schizophrenia,FYN,6:111810829
1314,rs9330316-<b>A</b>,5e-08,schizophrenia,SH3RF3,2:109526659
1314,rs9330316-<b>A</b>,5e-08,schizophrenia,SEPTIN10,2:109526659
973,rs7653924-<b>T</b>,6.000000000000001e-08,schizophrenia,SH3RF1,4:169281711
42,rs3845702-<b>A</b>,6.000000000000001e-08,schizophrenia,CWC22,2:179983761
204,rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01905,18:56101744
204,rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01539,18:56101744
1367,rs13376709-<b>C</b>,6.000000000000001e-08,schizophrenia,AKT3,1:243527189
1269,rs181900-<b>C</b>,6.000000000000001e-08,schizophrenia,MEF2C-AS2,5:88709751
85,rs35430959-<b>C</b>,6.000000000000001e-08,schizophrenia,PNPP1,2:76238162
164,rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,MRPS5P3,5:127174476
164,rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,SELENOTP2,5:127174476
229,rs9292918-<b>?</b>,6.000000000000001e-08,schizophrenia,HCN1,5:45300933
1878,rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,TRANK1,3:36822998
1878,rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,LINC02033,3:36822998
1892,rs2239547-<b>?</b>,6.000000000000001e-08,schizophrenia,ITIH4,3:52821213
228,rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,VTRNA1-3,5:140767314
228,rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,PCDHA1,5:140767314
795,rs7022054-<b>G</b>,6.000000000000001e-08,schizophrenia,KDM4C,9:7173500
1812,rs7004633-<b>?</b>,6.000000000000001e-08,schizophrenia,UNKNOWN,8:88748082
1336,rs1451488-<b>G</b>,6.000000000000001e-08,schizophrenia,RNU7-147P,2:199125384
2352,rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02858,16:63663230
2352,rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02165,16:63663230
1801,rs9272219-<b>G</b>,7e-08,schizophrenia,HLA-DQA1,6:32634492
1341,rs1483242-<b>G</b>,7e-08,schizophrenia,UNKNOWN,2:185179900
975,rs9695226-<b>G</b>,7e-08,schizophrenia,UNKNOWN,Mapping not available
231,rs9928653-<b>?</b>,7e-08,schizophrenia,NFATC3,16:68218176
1471,rs7372960-<b>T</b>,7e-08,schizophrenia,FOXP1,3:71205600
743,rs2381759-<b>A</b>,7e-08,schizophrenia,UNKNOWN,2:145670463
162,rs7099380-<b>A</b>,7e-08,schizophrenia,CACNB2,10:18260087
132,rs12327082-<b>T</b>,7e-08,schizophrenia,NOL4,18:34011495
232,rs7523273-<b>?</b>,7e-08,schizophrenia,MIR29B2CHG,1:207803738
149,rs2358740-<b>G</b>,7e-08,schizophrenia,CACNA1D,3:53421542
230,rs1355585-<b>?</b>,7e-08,schizophrenia,UNKNOWN,15:70294278
126,rs714031-<b>C</b>,8e-08,schizophrenia,CACNA1I,22:39674229
235,rs59724122-<b>?</b>,8e-08,schizophrenia,GULOP,8:27567179
1802,rs13025591-<b>?</b>,8e-08,schizophrenia,AGAP1,2:235886699
9,rs7273691-<b>T</b>,8e-08,schizophrenia,PHACTR3,20:59678449
92,rs11790388-<b>G</b>,8e-08,schizophrenia,RALGPS1,9:126978004
850,rs12431410-<b>C</b>,8e-08,schizophrenia,RTN1,14:59699304
1639,rs34753377-<b>T</b>,9e-08,schizophrenia,SPG7,16:89543010
1307,rs876983-<b>T</b>,9e-08,schizophrenia,UNKNOWN,Mapping not available
1511,rs79193624-<b>T</b>,9e-08,schizophrenia,RTKN2,10:62240577
236,rs10046758-<b>?</b>,9e-08,schizophrenia,CSMD1,8:4326648
1637,rs34626435-<b>A</b>,9e-08,schizophrenia,NLGN1,3:173786357
2465,rs1484141-<b>C</b>,9e-08,schizophrenia,LINC01088,4:79271670
2465,rs1484141-<b>C</b>,9e-08,schizophrenia,NAA11,4:79271670
2355,rs3858402-<b>G</b>,9e-08,schizophrenia,LINC02715,11:109685112
238,rs6019879-<b>?</b>,1e-07,schizophrenia,PTGIS,20:49514091
1832,rs17594526-<b>T</b>,1e-07,schizophrenia,TCF4,18:55391007
1472,rs7383287-<b>A</b>,1e-07,schizophrenia,HLA-DOB,6:32815309
2473,rs116976860-<b>A</b>,1e-07,schizophrenia,SEC14L6,22:30551046
2473,rs116976860-<b>A</b>,1e-07,schizophrenia,GAL3ST1,22:30551046
2475,rs5749679-<b>T</b>,1e-07,schizophrenia,LARGE1,22:33833117
595,rs12138061-<b>A</b>,1e-07,schizophrenia,ELAVL4,1:50106424
596,rs4347184-<b>T</b>,1e-07,schizophrenia,PDE4B,1:65848311
1882,rs4803480-<b>A</b>,1e-07,schizophrenia,CEACAM21,19:41559909
208,rs5891007-<b>?</b>,1e-07,schizophrenia,LSM1,8:38163493
1803,rs17597926-<b>?</b>,1e-07,schizophrenia,CACNA1C,12:2240418
1271,rs183823891-<b>T</b>,1e-07,schizophrenia,EFR3B,2:25129331
2472,rs117730591-<b>C</b>,1e-07,schizophrenia,SEC14L2,22:30423355
240,rs2909457-<b>?</b>,1e-07,schizophrenia,SLC4A10,2:161989345
240,rs2909457-<b>?</b>,1e-07,schizophrenia,DPP4,2:161989345
242,rs71575306-<b>?</b>,1e-07,schizophrenia,MAN2A1,5:109710509
57,rs76091702-<b>T</b>,1e-07,schizophrenia,LINC01470,5:153103403
2403,rs2117002-<b>A</b>,1e-07,schizophrenia,STARP1,13:65236439
738,rs7560272-<b>T</b>,1e-07,schizophrenia,RNU6-111P,2:73334357
738,rs7560272-<b>T</b>,1e-07,schizophrenia,RPSAP28,2:73334357
1565,rs12510251-<b>A</b>,1e-07,schizophrenia,TENM3,4:182693431
740,rs61712019-<b>T</b>,1e-07,schizophrenia,LRRTM4,2:77477763
1887,rs4356203-<b>?</b>,1e-07,schizophrenia,PIK3C2A,11:17138601
1279,rs1941342-<b>A</b>,1e-07,schizophrenia,NOL4,18:34015569
1277,rs1878874-<b>T</b>,1e-07,schizophrenia,SOX2-OT,3:181317582
609,rs34321714-<b>G</b>,1e-07,schizophrenia,RIMS1,6:72454442
217,rs1021487-<b>T</b>,1e-07,schizophrenia,LINC02494,4:58590920
2283,rs308693-<b>G</b>,1e-07,schizophrenia,UNKNOWN,3:161767619
1525,rs8054347-<b>A</b>,1e-07,schizophrenia,RBFOX1,16:6667756
782,rs7529073-<b>C</b>,1e-07,schizophrenia,PROX1-AS1,1:213974546
1518,rs80021942-<b>C</b>,1e-07,schizophrenia,UNKNOWN,3:161738174
981,rs1878561-<b>A</b>,1e-07,schizophrenia,FAM86B3P,8:8234883
1835,rs6782299-<b>T</b>,1e-07,schizophrenia,UNKNOWN,Mapping not available
983,rs7438-<b>G</b>,1e-07,schizophrenia,CLCN3,4:169721095
580,rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-1296P,5:51094157
580,rs2962250-<b>G</b>,1e-07,schizophrenia,RNU6-480P,5:51094157
2449,rs1907719-<b>T</b>,1e-07,schizophrenia,KCNMA1,10:77003539
1203,rs41297816-<b>G</b>,1e-07,schizophrenia,TBX1,22:19776455
715,rs221780-<b>G</b>,1e-07,schizophrenia,POP7,7:100699412
715,rs221780-<b>G</b>,1e-07,schizophrenia,GIGYF1,7:100699412
1418,rs56145559-<b>T</b>,1e-07,schizophrenia,ALMS1,2:73396311
1482,rs76869799-<b>G</b>,1e-07,schizophrenia,DPYD,1:97368969
1389,rs2048656-<b>A</b>,1e-07,schizophrenia,TNKS,8:9787149
1491,rs7779018-<b>A</b>,1e-07,schizophrenia,CADPS2,7:122310911
1491,rs7779018-<b>A</b>,1e-07,schizophrenia,FEZF1,7:122310911
1733,rs1033023-<b>A</b>,2e-07,schizophrenia,UNKNOWN,1:239045834
2384,rs11687077-<b>A</b>,2e-07,schizophrenia,LINC01173,2:234803226
1737,rs1042992-<b>T</b>,2e-07,schizophrenia,BNIP3L,8:26411675
1794,rs138880-<b>C</b>,2e-07,schizophrenia,BRD1,22:49824963
2289,rs1506297-<b>T</b>,2e-07,schizophrenia,RBMS3,3:30030816
1804,rs4765905-<b>?</b>,2e-07,schizophrenia,CACNA1C,12:2240418
1898,rs7004633-<b>A</b>,2e-07,schizophrenia,UNKNOWN,8:88748082
1784,rs1344706-<b>T</b>,2e-07,schizophrenia,ZNF804A,2:184913701
2265,rs4626214-<b>G</b>,2e-07,schizophrenia,LINC02267,4:96805918
1893,rs4624519-<b>?</b>,2e-07,schizophrenia,LINC02033,3:36821489
1769,rs2391672-<b>A</b>,2e-07,schizophrenia,LINC01761,1:95456141
2414,rs58625333-<b>A</b>,2e-07,schizophrenia,ZZEF1,17:4112703
1776,rs2565065-<b>A</b>,2e-07,schizophrenia,CHRNA2,8:27470504
0,rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SLAMF1,1:160660353
0,rs11265461-<b>C</b>,2e-07,treatment refractory schizophrenia,SETP9,1:160660353
181,rs10124101-<b>G</b>,2e-07,schizophrenia,HMGB3P24,9:36308830
181,rs10124101-<b>G</b>,2e-07,schizophrenia,RNF38,9:36308830
1475,rs74804370-<b>C</b>,2e-07,schizophrenia,UNKNOWN,8:34141053
1704,rs533123-<b>A</b>,2e-07,schizophrenia,OPRD1,1:28814643
70,rs7619427-<b>G</b>,2e-07,schizophrenia,RNU6-367P,3:44035549
986,rs62148129-<b>A</b>,2e-07,schizophrenia,SFXN5,2:72977074
1661,rs3818802-<b>A</b>,2e-07,schizophrenia,SDCCAG8,1:243286579
852,rs2526882-<b>G</b>,2e-07,schizophrenia,PCNX1,14:70907985
1126,rs12561919-<b>?</b>,2e-07,schizophrenia,C1orf167,1:11779866
1394,rs2077586-<b>A</b>,2e-07,schizophrenia,EMX1,2:72934422
161,rs1411740-<b>A</b>,2e-07,schizophrenia,LINC00571,13:38256005
1440,rs61747867-<b>T</b>,2e-07,schizophrenia,H2AC10P,6:26272320
151,rs11625793-<b>G</b>,2e-07,schizophrenia,NCOA4P1,14:65849165
1425,rs5769765-<b>G</b>,2e-07,schizophrenia,ZBED4,22:49877528
142,rs1838472-<b>C</b>,2e-07,schizophrenia,KALRN,3:124332814
144,rs7934083-<b>C</b>,2e-07,schizophrenia,MTND4LP18,11:81492479
708,rs12664251-<b>A</b>,2e-07,schizophrenia,FAM184A,6:119023381
1417,rs56038139-<b>G</b>,2e-07,schizophrenia,ARHGEF26,3:154245185
244,rs16851048-<b>?</b>,2e-07,schizophrenia,BRINP2,1:177306870
244,rs16851048-<b>?</b>,2e-07,schizophrenia,LINC01645,1:177306870
1143,rs7122181-<b>T</b>,2e-07,schizophrenia,MTND4LP18,11:81491868
1552,rs76432012-<b>T</b>,2e-07,schizophrenia,UNKNOWN,Mapping not available
221,rs3759413-<b>C</b>,2e-07,schizophrenia,CLSTN3,12:7138610
1608,rs2796441-<b>G</b>,2e-07,schizophrenia,TLE1,9:81694033
1608,rs2796441-<b>G</b>,2e-07,schizophrenia,RNU6-1035P,9:81694033
1,rs230529-<b>T</b>,2e-07,treatment refractory schizophrenia,NFKB1,4:102536261
1597,rs12142465-<b>C</b>,2e-07,schizophrenia,SLC45A1,1:8329994
792,rs1460583-<b>C</b>,2e-07,schizophrenia,ZFPM2,8:105096365
1502,rs78381888-<b>A</b>,2e-07,schizophrenia,ANKRD23,2:96835038
1502,rs78381888-<b>A</b>,2e-07,schizophrenia,CNNM3,2:96835038
563,rs10085567-<b>A</b>,2e-07,schizophrenia,GTF2IP7,7:76104888
841,rs10878577-<b>A</b>,2e-07,schizophrenia,GGTA2P,12:67200061
841,rs10878577-<b>A</b>,2e-07,schizophrenia,RAB11AP2,12:67200061
203,rs7811417-<b>T</b>,2e-07,schizophrenia,SP4,7:21494534
11,rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6,16:68289751
11,rs55757091-<b>A</b>,2e-07,schizophrenia,SLC7A6OS,16:68289751
225,rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-1296P,5:51094157
225,rs2962250-<b>A</b>,2e-07,schizophrenia,RNU6-480P,5:51094157
799,rs3824451-<b>C</b>,2e-07,schizophrenia,GABBR2,9:98309240
1434,rs6035684-<b>C</b>,3e-07,schizophrenia,MRPS11P1,20:20754934
1434,rs6035684-<b>C</b>,3e-07,schizophrenia,RN7SL607P,20:20754934
1288,rs6500602-<b>T</b>,3e-07,schizophrenia,DNAJA3,16:4447450
1235,rs12883788-<b>T</b>,3e-07,schizophrenia,AKAP6,14:32834334
1570,rs12541491-<b>T</b>,3e-07,schizophrenia,MSRA,8:10392538
1679,rs4470825-<b>G</b>,3e-07,schizophrenia,DOP1A,6:83080079
1599,rs12190758-<b>G</b>,3e-07,schizophrenia,UNKNOWN,6:92438623
1837,rs2312147-<b>C</b>,3e-07,schizophrenia,VRK2,2:57995793
1632,rs324017-<b>C</b>,3e-07,schizophrenia,NAB2,12:57094031
564,rs6946310-<b>T</b>,3e-07,schizophrenia,YWHAG,7:76306782
564,rs6946310-<b>T</b>,3e-07,schizophrenia,HSPB1,7:76306782
993,rs314272-<b>G</b>,3e-07,schizophrenia,LIN28B,6:105014129
2207,rs10863593-<b>?</b>,3e-07,schizophrenia,MIR29B2CHG,1:207844729
1450,rs62244881-<b>T</b>,3e-07,schizophrenia,FOXP1,3:71519926
1246,rs13027106-<b>C</b>,3e-07,schizophrenia,PNPP1,2:76228042
1246,rs13027106-<b>C</b>,3e-07,schizophrenia,TDRD15,2:76228042
1615,rs2868985-<b>A</b>,3e-07,schizophrenia,MIR217HG,2:55964335
1533,rs7537052-<b>G</b>,3e-07,schizophrenia,TRAPPC3,1:36151340
1538,rs75608493-<b>C</b>,3e-07,schizophrenia,LINC01741,1:177796886
994,rs7727515-<b>G</b>,3e-07,schizophrenia,GRIA1,5:153512744
923,rs7233277-<b>A</b>,3e-07,schizophrenia,LINC01929,18:55074287
1785,rs589249-<b>G</b>,3e-07,schizophrenia,FTLP18,1:36696751
1785,rs589249-<b>G</b>,3e-07,schizophrenia,GRIK3,1:36696751
1777,rs2581794-<b>A</b>,3e-07,schizophrenia,SFMBT1,3:53002190
989,rs2734325-<b>T</b>,3e-07,schizophrenia,STK19,6:31977869
1772,rs2470578-<b>G</b>,3e-07,schizophrenia,TBC1D5,3:17288600
1705,rs540425-<b>T</b>,3e-07,schizophrenia,DDX56,7:44552473
1705,rs540425-<b>T</b>,3e-07,schizophrenia,NPC1L1,7:44552473
1807,rs10894294-<b>?</b>,3e-07,schizophrenia,SNX19,11:130960853
1807,rs10894294-<b>?</b>,3e-07,schizophrenia,RN7SL167P,11:130960853
1372,rs1360695-<b>A</b>,3e-07,schizophrenia,UNKNOWN,9:119786808
1103,rs7233060-<b>?</b>,3e-07,schizophrenia,CTDP1,18:79632379
990,rs6990941-<b>C</b>,3e-07,schizophrenia,UNKNOWN,8:88632202
754,rs7915131-<b>C</b>,3e-07,schizophrenia,ALDH7A1P4,10:62658896
1362,rs1329313-<b>T</b>,3e-07,schizophrenia,LINC00457,13:34619885
1358,rs13233308-<b>C</b>,3e-07,schizophrenia,ABCB1,7:87615644
1325,rs9584154-<b>A</b>,3e-07,schizophrenia,GPC6,13:93774100
1715,rs1108252-<b>T</b>,3e-07,schizophrenia,EFHD1,2:232688857
1715,rs1108252-<b>T</b>,3e-07,schizophrenia,GIGYF2,2:232688857
1792,rs3132935-<b>?</b>,3e-07,schizophrenia,NOTCH4,6:32203298
1806,rs12592967-<b>?</b>,3e-07,schizophrenia,UNKNOWN,15:61578744
1793,rs7897654-<b>T</b>,3e-07,schizophrenia,CNNM2,10:102902701
1793,rs7897654-<b>T</b>,3e-07,schizophrenia,BORCS7-ASMT,10:102902701
1720,rs11156875-<b>A</b>,3e-07,schizophrenia,PRORP,14:35150610
2209,rs34685708-<b>?</b>,4e-07,schizophrenia,SLC4A10,2:161972220
2470,rs74896189-<b>A</b>,4e-07,schizophrenia,CNTN1,12:40732930
1798,rs16897515-<b>C</b>,4e-07,schizophrenia,POM121L2,6:27310241
1756,rs10967505-<b>A</b>,4e-07,schizophrenia,UNKNOWN,9:26737658
1799,rs4129148-<b>C</b>,4e-07,schizophrenia,RPL14P5,X:1029445
1620,rs2917569-<b>T</b>,4e-07,schizophrenia,OPCML,11:132698360
1611,rs2828478-<b>A</b>,4e-07,schizophrenia,UNKNOWN,21:23732894
1337,rs146797905-<b>A</b>,4e-07,schizophrenia,NTRK3,15:88215343
1251,rs13168670-<b>T</b>,4e-07,schizophrenia,VTRNA1-3,5:140767314
1251,rs13168670-<b>T</b>,4e-07,schizophrenia,PCDHA1,5:140767314
1234,rs12877581-<b>C</b>,4e-07,schizophrenia,KLF12,13:73751362
1443,rs61847307-<b>C</b>,4e-07,schizophrenia,PRKG1,10:52184682
1304,rs6825268-<b>G</b>,4e-07,schizophrenia,TBC1D19,4:26781831
1304,rs6825268-<b>G</b>,4e-07,schizophrenia,STIM2,4:26781831
1388,rs2026714-<b>G</b>,4e-07,schizophrenia,KDM4C,9:7177284
725,rs7523654-<b>T</b>,4e-07,schizophrenia,NGF-AS1,1:115318644
725,rs7523654-<b>T</b>,4e-07,schizophrenia,NGF,1:115318644
1278,rs1914395-<b>A</b>,4e-07,schizophrenia,CALN1,7:72374423
247,rs56873913-<b>?</b>,4e-07,schizophrenia,NOSIP,19:49587942
247,rs56873913-<b>?</b>,4e-07,schizophrenia,PRRG2,19:49587942
154,rs319204-<b>T</b>,4e-07,schizophrenia,PPP2R2B,5:146882926
1581,rs12755164-<b>A</b>,4e-07,schizophrenia,KRT8P21,1:73170208
1581,rs12755164-<b>A</b>,4e-07,schizophrenia,RN7SKP19,1:73170208
1478,rs7521492-<b>A</b>,4e-07,schizophrenia,UNKNOWN,1:163758686
772,rs10199182-<b>A</b>,4e-07,schizophrenia,LINC01884,2:22524252
1000,rs7445192-<b>G</b>,5e-07,schizophrenia,VTRNA1-3,5:140759116
1000,rs7445192-<b>G</b>,5e-07,schizophrenia,PCDHA1,5:140759116
1539,rs7562618-<b>C</b>,5e-07,schizophrenia,RNA5SP87,2:22307927
1197,rs11345859-<b>A</b>,5e-07,schizophrenia,KIT,4:54669212
1540,rs7577463-<b>G</b>,5e-07,schizophrenia,SPHKAP,2:228130066
202,rs35662245-<b>A</b>,5e-07,schizophrenia,LINC01911,2:146825619
1366,rs13358908-<b>C</b>,5e-07,schizophrenia,UNKNOWN,5:46349602
1809,rs12071951-<b>?</b>,5e-07,schizophrenia,RPL7P9,1:96648359
1809,rs12071951-<b>?</b>,5e-07,schizophrenia,NDUFS5P2,1:96648359
1423,rs57549656-<b>G</b>,5e-07,schizophrenia,GNG7,19:2687653
1303,rs6800435-<b>A</b>,5e-07,schizophrenia,LINC00606,3:10762866
1674,rs4273100-<b>T</b>,5e-07,schizophrenia,EPN2,17:19250104
584,rs11534004-<b>A</b>,5e-07,schizophrenia,PPP1R3A,7:113827389
582,rs2961033-<b>C</b>,5e-07,schizophrenia,YWHAG,7:76335026
1702,rs514209-<b>C</b>,5e-07,schizophrenia,TRPM6,9:74727899
1618,rs2905627-<b>T</b>,5e-07,schizophrenia,CXXC4-AS1,4:104528928
1308,rs893949-<b>C</b>,5e-07,schizophrenia,B3GAT1-DT,11:134426490
1380,rs142089946-<b>G</b>,5e-07,schizophrenia,ZSWIM6,5:61495766
1707,rs10967586-<b>G</b>,5e-07,schizophrenia,RN7SL100P,9:26895810
1759,rs2237436-<b>C</b>,5e-07,schizophrenia,INHBA,7:41691333
734,rs2372993-<b>C</b>,5e-07,schizophrenia,QPCT,2:37334786
734,rs2372993-<b>C</b>,5e-07,schizophrenia,RNU6-939P,2:37334786
1258,rs16937-<b>A</b>,5e-07,schizophrenia,CNTN2,1:205066327
182,rs11127668-<b>C</b>,5e-07,schizophrenia,HMGB1P38,3:79866620
182,rs11127668-<b>C</b>,5e-07,schizophrenia,ROBO1,3:79866620
179,rs36025579-<b>G</b>,5e-07,schizophrenia,DPYD,1:97337068
1542,rs7599488-<b>C</b>,6e-07,schizophrenia,BCL11A,2:60491212
1128,rs10077591-<b>?</b>,6e-07,schizophrenia,PGAM1P1,5:165935005
1128,rs10077591-<b>?</b>,6e-07,schizophrenia,RPL7P20,5:165935005
588,rs10744422-<b>T</b>,6e-07,schizophrenia,HIP1R,12:122852242
1548,rs76329678-<b>A</b>,6e-07,schizophrenia,EMB,5:50534452
1257,rs16914811-<b>A</b>,6e-07,schizophrenia,GABBR2,9:98314345
1427,rs58605417-<b>G</b>,6e-07,schizophrenia,MMP16,8:88282093
1329,rs9611177-<b>C</b>,6e-07,schizophrenia,TAB1,22:39444125
1329,rs9611177-<b>C</b>,6e-07,schizophrenia,MGAT3,22:39444125
2,rs2237457-<b>T</b>,6e-07,treatment refractory schizophrenia,GRB10,7:50658447
1818,rs583583-<b>A</b>,6e-07,schizophrenia,BCL9,1:147611315
1834,rs7544736-<b>G</b>,6e-07,schizophrenia,PTBP2,1:96698787
1834,rs7544736-<b>G</b>,6e-07,schizophrenia,RN7SKP270,1:96698787
1761,rs2247419-<b>G</b>,6e-07,schizophrenia,ADGRV1,5:90859597
248,rs12154597-<b>?</b>,7e-07,schizophrenia,GSDME,7:24746263
249,rs502834-<b>?</b>,7e-07,schizophrenia,IGSF9B,11:133947438
707,rs9384900-<b>T</b>,7e-07,schizophrenia,HDAC2-AS2,6:114389931
1291,rs6568685-<b>A</b>,7e-07,schizophrenia,TRAF3IP2-AS1,6:111499910
1813,rs11220082-<b>?</b>,7e-07,schizophrenia,FEZ1,11:125454069
1814,rs16915157-<b>?</b>,7e-07,schizophrenia,ANK3,10:60586880
922,rs4632195-<b>T</b>,7e-07,schizophrenia,DCC,18:53220378
1763,rs2293052-<b>G</b>,7e-07,schizophrenia,NOS1,12:117277815
1305,rs6868545-<b>C</b>,7e-07,schizophrenia,LINC01470,5:153115323
1142,rs710369-<b>C</b>,7e-07,schizophrenia,LINC02144,5:87799433
222,rs61990820-<b>G</b>,7e-07,schizophrenia,NRXN3,14:79899927
1559,rs12447542-<b>A</b>,7e-07,schizophrenia,RBFOX1,16:7694178
220,rs359260-<b>T</b>,7e-07,schizophrenia,MIR4432HG,2:60259801
1316,rs9362395-<b>T</b>,7e-07,schizophrenia,RCN1P1,6:87144623
1316,rs9362395-<b>T</b>,7e-07,schizophrenia,ZNF292,6:87144623
1328,rs9607791-<b>A</b>,7e-07,schizophrenia,RANGAP1,22:41298384
1328,rs9607791-<b>A</b>,7e-07,schizophrenia,ZC3H7B,22:41298384
1690,rs4733770-<b>G</b>,8e-07,schizophrenia,ASAP1,8:130140419
174,rs146300688-<b>T</b>,8e-07,schizophrenia,LINC01320,2:34062217
1463,rs73060317-<b>T</b>,8e-07,schizophrenia,SP4,7:21480594
2210,rs70988775-<b>?</b>,8e-07,schizophrenia,VTRNA1-3,5:140776321
2210,rs70988775-<b>?</b>,8e-07,schizophrenia,PCDHA1,5:140776321
1376,rs140130327-<b>T</b>,8e-07,schizophrenia,Y_RNA,3:191623790
1584,rs11785400-<b>T</b>,8e-07,schizophrenia,JRK,8:142649072
1584,rs11785400-<b>T</b>,8e-07,schizophrenia,ARC,8:142649072
1586,rs11807834-<b>A</b>,8e-07,schizophrenia,GALNT2,1:230136877
1487,rs77221366-<b>C</b>,8e-07,schizophrenia,SHISA9,16:13018138
2202,rs200327371-<b>?</b>,8e-07,schizophrenia,EPC2,2:148671610
1354,rs1682361-<b>G</b>,8e-07,schizophrenia,IL20RB,3:137015172
1199,rs12412942-<b>A</b>,8e-07,schizophrenia,LINC02645,10:2315508
1199,rs12412942-<b>A</b>,8e-07,schizophrenia,LINC00701,10:2315508
1209,rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1-AS1,6:32317765
1209,rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1,6:32317765
1363,rs13301469-<b>C</b>,8e-07,schizophrenia,GLIS3,9:3911353
1231,rs117578877-<b>T</b>,9e-07,schizophrenia,GRIN2B,12:13528544
1441,rs61765555-<b>C</b>,9e-07,schizophrenia,UNKNOWN,1:73492132
1159,rs9677260-<b>T</b>,9e-07,schizophrenia,HECW2,2:196463011
1815,rs10503256-<b>?</b>,9e-07,schizophrenia,CSMD1,8:4356657
210,rs12052801-<b>G</b>,9e-07,schizophrenia,PPP3R1,2:68196086
1296,rs6707588-<b>T</b>,9e-07,schizophrenia,ZFAND2B,2:219196879
1853,rs12922317-<b>G</b>,9e-07,schizophrenia,SNX29,16:11983775
1612,rs28375034-<b>G</b>,9e-07,schizophrenia,EXOC4,7:133201294
1612,rs28375034-<b>G</b>,9e-07,schizophrenia,ST13P7,7:133201294
1781,rs270776-<b>G</b>,9e-07,schizophrenia,LILRP2,19:54711025
1004,rs7341475-<b>G</b>,9e-07,schizophrenia,RELN,7:103764368
2308,rs2194545-<b>G</b>,9e-07,schizophrenia,SNF8P1,2:228418495
2308,rs2194545-<b>G</b>,9e-07,schizophrenia,LINC01807,2:228418495
39,rs1075195-<b>T</b>,9e-07,schizophrenia,Metazoa_SRP,20:38718108
39,rs1075195-<b>T</b>,9e-07,schizophrenia,SLC32A1,20:38718108
730,rs11240341-<b>T</b>,9e-07,schizophrenia,CNTN2,1:205046156
1762,rs227932-<b>G</b>,9e-07,schizophrenia,TRA2A,7:23584856
1762,rs227932-<b>G</b>,9e-07,schizophrenia,CLK2P1,7:23584856
251,rs5936660-<b>?</b>,9e-07,schizophrenia,PJA1,X:69158094
1731,rs114042773-<b>C</b>,9e-07,schizophrenia,LINC02240,5:125639572
2389,rs7547473-<b>A</b>,9e-07,schizophrenia,LINC02778,1:60180891
1741,rs10745841-<b>C</b>,1e-06,schizophrenia,ANKS1B,12:99099957
1724,rs11231629-<b>C</b>,1e-06,schizophrenia,MARK2,11:63881101
1734,rs1033394-<b>C</b>,1e-06,schizophrenia,HDAC2-AS2,6:114392159
1817,rs643410-<b>A</b>,1e-06,schizophrenia,TMEM245,9:109037283
1162,rs9789483-<b>A</b>,1e-06,schizophrenia,EIF3FP3,2:58265210
1162,rs9789483-<b>A</b>,1e-06,schizophrenia,LINC01795,2:58265210
1335,rs144960271-<b>T</b>,1e-06,schizophrenia,RBX1,22:40993781
1335,rs144960271-<b>T</b>,1e-06,schizophrenia,Y_RNA,22:40993781
1820,rs3847375-<b>?</b>,1e-06,schizophrenia,NEBL,10:21278636
1287,rs648516-<b>T</b>,1e-06,schizophrenia,LINC00571,13:38255485
724,rs11102159-<b>T</b>,1e-06,schizophrenia,NRBF2P3,1:110782105
724,rs11102159-<b>T</b>,1e-06,schizophrenia,Y_RNA,1:110782105
1719,rs111547017-<b>A</b>,1e-06,schizophrenia,ZNF318,6:43373951
1719,rs111547017-<b>A</b>,1e-06,schizophrenia,ABCC10,6:43373951
1412,rs190474885-<b>C</b>,1e-06,schizophrenia,NT5C2,10:103213560
1360,rs13247936-<b>G</b>,1e-06,schizophrenia,UNKNOWN,7:8921233
1765,rs2306864-<b>G</b>,1e-06,schizophrenia,DNAH1,3:52359426
