,variant_and_allele,p_value,trait,gene
1618,rs2905627-<b>T</b>,5e-07,schizophrenia,CXXC4-AS1
1308,rs893949-<b>C</b>,5e-07,schizophrenia,B3GAT1-DT
734,rs2372993-<b>C</b>,5e-07,schizophrenia,QPCT
734,rs2372993-<b>C</b>,5e-07,schizophrenia,RNU6-939P
1707,rs10967586-<b>G</b>,5e-07,schizophrenia,RN7SL100P
1197,rs11345859-<b>A</b>,5e-07,schizophrenia,KIT
1702,rs514209-<b>C</b>,5e-07,schizophrenia,TRPM6
1303,rs6800435-<b>A</b>,5e-07,schizophrenia,LINC00606
182,rs11127668-<b>C</b>,5e-07,schizophrenia,HMGB1P38
182,rs11127668-<b>C</b>,5e-07,schizophrenia,ROBO1
1423,rs57549656-<b>G</b>,5e-07,schizophrenia,GNG7
1809,rs12071951-<b>?</b>,5e-07,schizophrenia,RPL7P9
1809,rs12071951-<b>?</b>,5e-07,schizophrenia,NDUFS5P2
1366,rs13358908-<b>C</b>,5e-07,schizophrenia,UNKNOWN
1380,rs142089946-<b>G</b>,5e-07,schizophrenia,ZSWIM6
1540,rs7577463-<b>G</b>,5e-07,schizophrenia,SPHKAP
1539,rs7562618-<b>C</b>,5e-07,schizophrenia,RNA5SP87
202,rs35662245-<b>A</b>,5e-07,schizophrenia,LINC01911
584,rs11534004-<b>A</b>,5e-07,schizophrenia,PPP1R3A
1258,rs16937-<b>A</b>,5e-07,schizophrenia,CNTN2
1759,rs2237436-<b>C</b>,5e-07,schizophrenia,INHBA
1674,rs4273100-<b>T</b>,5e-07,schizophrenia,EPN2
588,rs10744422-<b>T</b>,6e-07,schizophrenia,HIP1R
1427,rs58605417-<b>G</b>,6e-07,schizophrenia,MMP16
1329,rs9611177-<b>C</b>,6e-07,schizophrenia,TAB1
1329,rs9611177-<b>C</b>,6e-07,schizophrenia,MGAT3
1257,rs16914811-<b>A</b>,6e-07,schizophrenia,GABBR2
1818,rs583583-<b>A</b>,6e-07,schizophrenia,BCL9
1834,rs7544736-<b>G</b>,6e-07,schizophrenia,PTBP2
1834,rs7544736-<b>G</b>,6e-07,schizophrenia,RN7SKP270
1128,rs10077591-<b>?</b>,6e-07,schizophrenia,PGAM1P1
1128,rs10077591-<b>?</b>,6e-07,schizophrenia,RPL7P20
1542,rs7599488-<b>C</b>,6e-07,schizophrenia,BCL11A
1761,rs2247419-<b>G</b>,6e-07,schizophrenia,ADGRV1
1548,rs76329678-<b>A</b>,6e-07,schizophrenia,EMB
707,rs9384900-<b>T</b>,7e-07,schizophrenia,HDAC2-AS2
1559,rs12447542-<b>A</b>,7e-07,schizophrenia,RBFOX1
1305,rs6868545-<b>C</b>,7e-07,schizophrenia,LINC01470
1316,rs9362395-<b>T</b>,7e-07,schizophrenia,RCN1P1
1316,rs9362395-<b>T</b>,7e-07,schizophrenia,ZNF292
1328,rs9607791-<b>A</b>,7e-07,schizophrenia,RANGAP1
1328,rs9607791-<b>A</b>,7e-07,schizophrenia,ZC3H7B
1814,rs16915157-<b>?</b>,7e-07,schizophrenia,ANK3
1813,rs11220082-<b>?</b>,7e-07,schizophrenia,FEZ1
922,rs4632195-<b>T</b>,7e-07,schizophrenia,DCC
222,rs61990820-<b>G</b>,7e-07,schizophrenia,NRXN3
220,rs359260-<b>T</b>,7e-07,schizophrenia,MIR4432HG
1763,rs2293052-<b>G</b>,7e-07,schizophrenia,NOS1
249,rs502834-<b>?</b>,7e-07,schizophrenia,IGSF9B
1291,rs6568685-<b>A</b>,7e-07,schizophrenia,TRAF3IP2-AS1
248,rs12154597-<b>?</b>,7e-07,schizophrenia,GSDME
1142,rs710369-<b>C</b>,7e-07,schizophrenia,LINC02144
1584,rs11785400-<b>T</b>,8e-07,schizophrenia,JRK
1584,rs11785400-<b>T</b>,8e-07,schizophrenia,ARC
1586,rs11807834-<b>A</b>,8e-07,schizophrenia,GALNT2
1209,rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1-AS1
1209,rs114473235-<b>A</b>,8e-07,schizophrenia,TSBP1
174,rs146300688-<b>T</b>,8e-07,schizophrenia,LINC01320
1487,rs77221366-<b>C</b>,8e-07,schizophrenia,SHISA9
1376,rs140130327-<b>T</b>,8e-07,schizophrenia,Y_RNA
1199,rs12412942-<b>A</b>,8e-07,schizophrenia,LINC02645
1199,rs12412942-<b>A</b>,8e-07,schizophrenia,LINC00701
1690,rs4733770-<b>G</b>,8e-07,schizophrenia,ASAP1
1463,rs73060317-<b>T</b>,8e-07,schizophrenia,SP4
1363,rs13301469-<b>C</b>,8e-07,schizophrenia,GLIS3
2202,rs200327371-<b>?</b>,8e-07,schizophrenia,EPC2
2210,rs70988775-<b>?</b>,8e-07,schizophrenia,VTRNA1-3
2210,rs70988775-<b>?</b>,8e-07,schizophrenia,PCDHA1
1354,rs1682361-<b>G</b>,8e-07,schizophrenia,IL20RB
210,rs12052801-<b>G</b>,9e-07,schizophrenia,PPP3R1
251,rs5936660-<b>?</b>,9e-07,schizophrenia,PJA1
1815,rs10503256-<b>?</b>,9e-07,schizophrenia,CSMD1
39,rs1075195-<b>T</b>,9e-07,schizophrenia,Metazoa_SRP
39,rs1075195-<b>T</b>,9e-07,schizophrenia,SLC32A1
2389,rs7547473-<b>A</b>,9e-07,schizophrenia,LINC02778
1296,rs6707588-<b>T</b>,9e-07,schizophrenia,ZFAND2B
1231,rs117578877-<b>T</b>,9e-07,schizophrenia,GRIN2B
1762,rs227932-<b>G</b>,9e-07,schizophrenia,TRA2A
1762,rs227932-<b>G</b>,9e-07,schizophrenia,CLK2P1
1781,rs270776-<b>G</b>,9e-07,schizophrenia,LILRP2
1441,rs61765555-<b>C</b>,9e-07,schizophrenia,UNKNOWN
1853,rs12922317-<b>G</b>,9e-07,schizophrenia,SNX29
2308,rs2194545-<b>G</b>,9e-07,schizophrenia,SNF8P1
2308,rs2194545-<b>G</b>,9e-07,schizophrenia,LINC01807
1004,rs7341475-<b>G</b>,9e-07,schizophrenia,RELN
730,rs11240341-<b>T</b>,9e-07,schizophrenia,CNTN2
1159,rs9677260-<b>T</b>,9e-07,schizophrenia,HECW2
1731,rs114042773-<b>C</b>,9e-07,schizophrenia,LINC02240
1612,rs28375034-<b>G</b>,9e-07,schizophrenia,EXOC4
1612,rs28375034-<b>G</b>,9e-07,schizophrenia,ST13P7
1240,rs12914626-<b>C</b>,1e-06,schizophrenia,LIPC
1240,rs12914626-<b>C</b>,1e-06,schizophrenia,ALDH1A2
1240,rs12914626-<b>C</b>,1e-06,schizophrenia,LIPC-AS1
1287,rs648516-<b>T</b>,1e-06,schizophrenia,LINC00571
1682,rs4629607-<b>G</b>,1e-06,schizophrenia,MRPS30
1272,rs185572712-<b>G</b>,1e-06,schizophrenia,ERCC8
566,rs2357066-<b>T</b>,1e-06,schizophrenia,SIPA1L2
1703,rs524732-<b>A</b>,1e-06,schizophrenia,MTHFD1L
1719,rs111547017-<b>A</b>,1e-06,schizophrenia,ZNF318
1719,rs111547017-<b>A</b>,1e-06,schizophrenia,ABCC10
565,rs196590-<b>C</b>,1e-06,schizophrenia,EEPD1
1125,rs4073405-<b>?</b>,1e-06,schizophrenia,SYT13
1125,rs4073405-<b>?</b>,1e-06,schizophrenia,LINC02696
1724,rs11231629-<b>C</b>,1e-06,schizophrenia,MARK2
1310,rs9293741-<b>A</b>,1e-06,schizophrenia,SCAMP1-AS1
1310,rs9293741-<b>A</b>,1e-06,schizophrenia,Y_RNA
1734,rs1033394-<b>C</b>,1e-06,schizophrenia,HDAC2-AS2
1689,rs4727751-<b>T</b>,1e-06,schizophrenia,MAGI2
1660,rs3812831-<b>C</b>,1e-06,schizophrenia,RASA3
1660,rs3812831-<b>C</b>,1e-06,schizophrenia,CFAP97D2
1741,rs10745841-<b>C</b>,1e-06,schizophrenia,ANKS1B
26,rs9882618-<b>T</b>,1e-06,schizophrenia,SLC38A3
26,rs9882618-<b>T</b>,1e-06,schizophrenia,GNAT1
1253,rs13176547-<b>T</b>,1e-06,schizophrenia,RANBP3L
1335,rs144960271-<b>T</b>,1e-06,schizophrenia,RBX1
1335,rs144960271-<b>T</b>,1e-06,schizophrenia,Y_RNA
1262,rs17396122-<b>G</b>,1e-06,schizophrenia,VN1R18P
1113,rs1920592-<b>?</b>,1e-06,schizophrenia,TBX5
1113,rs1920592-<b>?</b>,1e-06,schizophrenia,LINC02459
1765,rs2306864-<b>G</b>,1e-06,schizophrenia,DNAH1
1210,rs114540395-<b>T</b>,1e-06,schizophrenia,FGF8
1210,rs114540395-<b>T</b>,1e-06,schizophrenia,FBXW4
587,rs3759413-<b>T</b>,1e-06,schizophrenia,CLSTN3
1839,rs1502844-<b>C</b>,1e-06,schizophrenia,LINC00492
1839,rs1502844-<b>C</b>,1e-06,schizophrenia,SLCO6A1
1843,rs11064768-<b>A</b>,1e-06,schizophrenia,CCDC60
1173,rs9267119-<b>C</b>,1e-06,schizophrenia,LINC01149
1173,rs9267119-<b>C</b>,1e-06,schizophrenia,HCP5
1852,rs8057927-<b>C</b>,1e-06,schizophrenia,CDH13
1562,rs12478234-<b>A</b>,1e-06,schizophrenia,ZNF385B
1447,rs62055045-<b>G</b>,1e-06,schizophrenia,CALB2
1527,rs8067545-<b>C</b>,1e-06,schizophrenia,SPECC1
1895,rs17512836-<b>C</b>,1e-06,schizophrenia,TCF4
1464,rs7314326-<b>A</b>,1e-06,schizophrenia,SOX5
1466,rs73201076-<b>C</b>,1e-06,schizophrenia,IMMP2L
1904,rs548181-<b>G</b>,1e-06,schizophrenia,FEZ1
1904,rs548181-<b>G</b>,1e-06,schizophrenia,STT3A
1485,rs7712671-<b>G</b>,1e-06,schizophrenia,RPL35AP15
1195,rs10812882-<b>T</b>,1e-06,schizophrenia,MIR873
724,rs11102159-<b>T</b>,1e-06,schizophrenia,NRBF2P3
724,rs11102159-<b>T</b>,1e-06,schizophrenia,Y_RNA
1360,rs13247936-<b>G</b>,1e-06,schizophrenia,UNKNOWN
1828,rs10429924-<b>?</b>,1e-06,schizophrenia,UNKNOWN
1593,rs12129719-<b>A</b>,1e-06,schizophrenia,PDE4B
1820,rs3847375-<b>?</b>,1e-06,schizophrenia,NEBL
216,rs950394-<b>G</b>,1e-06,schizophrenia,AHCYP3
578,rs1021487-<b>C</b>,1e-06,schizophrenia,LINC02494
1795,rs12140439-<b>C</b>,1e-06,schizophrenia,LINC01741
227,rs112845369-<b>?</b>,1e-06,schizophrenia,LINC01579
1226,rs11730701-<b>G</b>,1e-06,schizophrenia,UNKNOWN
1817,rs643410-<b>A</b>,1e-06,schizophrenia,TMEM245
2390,rs12880187-<b>A</b>,1e-06,schizophrenia,UNKNOWN
2383,rs4799571-<b>A</b>,1e-06,schizophrenia,DSG1-AS1
223,rs41464545-<b>A</b>,1e-06,schizophrenia,LINC02232
1216,rs11617058-<b>T</b>,1e-06,schizophrenia,UNKNOWN
1412,rs190474885-<b>C</b>,1e-06,schizophrenia,NT5C2
1162,rs9789483-<b>A</b>,1e-06,schizophrenia,EIF3FP3
1162,rs9789483-<b>A</b>,1e-06,schizophrenia,LINC01795
1212,rs11597473-<b>G</b>,1e-06,schizophrenia,NEURL1
1104,rs17206232-<b>?</b>,1e-06,schizophrenia,ADAMTS6
1104,rs17206232-<b>?</b>,1e-06,schizophrenia,Y_RNA
1218,rs11680328-<b>T</b>,1e-06,schizophrenia,KCNS3
1218,rs11680328-<b>T</b>,1e-06,schizophrenia,MSGN1
158,rs13074132-<b>T</b>,2e-06,schizophrenia,FHIT
2413,rs35451246-<b>T</b>,2e-06,schizophrenia,UBE2G1
212,rs10928112-<b>C</b>,2e-06,schizophrenia,LRP1B
2474,rs3804082-<b>G</b>,2e-06,schizophrenia,OSBP2
2471,rs4781348-<b>A</b>,2e-06,schizophrenia,RPL35AP34
2471,rs4781348-<b>A</b>,2e-06,schizophrenia,SHISA9
2387,rs4468298-<b>T</b>,2e-06,schizophrenia,UNKNOWN
2469,rs10895575-<b>A</b>,2e-06,schizophrenia,PDGFD
330,rs10252923-<b>A</b>,2e-06,schizophrenia,NIPA2P1
330,rs10252923-<b>A</b>,2e-06,schizophrenia,FZD1
1433,rs6019826-<b>T</b>,2e-06,schizophrenia,KCNB1
1436,rs6065777-<b>T</b>,2e-06,schizophrenia,STK4
1438,rs61021925-<b>T</b>,2e-06,schizophrenia,CLIP1
1452,rs62355986-<b>C</b>,2e-06,schizophrenia,PIK3R1
1507,rs78944489-<b>C</b>,2e-06,schizophrenia,NOTO
1507,rs78944489-<b>C</b>,2e-06,schizophrenia,RAB11FIP5
1509,rs79090407-<b>A</b>,2e-06,schizophrenia,LINC02195
575,rs12620761-<b>C</b>,2e-06,schizophrenia,MGAT5
1529,rs8099121-<b>A</b>,2e-06,schizophrenia,PPIAP14
1556,rs76832595-<b>A</b>,2e-06,schizophrenia,KLHL29
1564,rs12498839-<b>A</b>,2e-06,schizophrenia,GPM6A
1575,rs12681288-<b>A</b>,2e-06,schizophrenia,DLGAP2
1582,rs117799466-<b>C</b>,2e-06,schizophrenia,LPCAT4
1582,rs117799466-<b>C</b>,2e-06,schizophrenia,ACTG1P15
1591,rs12069356-<b>A</b>,2e-06,schizophrenia,PMVK
1591,rs12069356-<b>A</b>,2e-06,schizophrenia,KCNN3
1602,rs12332385-<b>T</b>,2e-06,schizophrenia,CCDC192
1626,rs2977993-<b>A</b>,2e-06,schizophrenia,KYAT1
1629,rs302010-<b>G</b>,2e-06,schizophrenia,ATXN8OS
1641,rs35058679-<b>T</b>,2e-06,schizophrenia,CLDN10
1641,rs35058679-<b>T</b>,2e-06,schizophrenia,CLDN10-AS1
1644,rs35245641-<b>C</b>,2e-06,schizophrenia,MIRLET7BHG
1669,rs41314284-<b>T</b>,2e-06,schizophrenia,STUM
1700,rs504918-<b>C</b>,2e-06,schizophrenia,KALRN
1706,rs12738007-<b>?</b>,2e-06,schizophrenia,MECR
1708,rs11004008-<b>G</b>,2e-06,schizophrenia,PCDH15
1730,rs113731670-<b>C</b>,2e-06,schizophrenia,LINC02828
1414,rs55675132-<b>C</b>,2e-06,schizophrenia,TSPAN2
1732,rs10262624-<b>C</b>,2e-06,schizophrenia,STK31
1400,rs2159292-<b>C</b>,2e-06,schizophrenia,SHISA6
1382,rs1986112-<b>A</b>,2e-06,schizophrenia,RAB8B
1120,rs1006737-<b>?</b>,2e-06,schizophrenia,CACNA1C
1122,rs10275045-<b>?</b>,2e-06,schizophrenia,MAD1L1
1132,rs6917512-<b>C</b>,2e-06,schizophrenia,UNKNOWN
1147,rs7194676-<b>C</b>,2e-06,schizophrenia,ZCCHC14
1156,rs72926932-<b>A</b>,2e-06,schizophrenia,TCF4
1168,rs9908102-<b>T</b>,2e-06,schizophrenia,ELAC2
1171,rs9924758-<b>C</b>,2e-06,schizophrenia,TMF1P1
1174,rs2296342-<b>A</b>,2e-06,schizophrenia,ITPR3
1196,rs11211309-<b>A</b>,2e-06,schizophrenia,MKNK1
1206,rs58880514-<b>A</b>,2e-06,schizophrenia,UNKNOWN
1241,rs12938078-<b>A</b>,2e-06,schizophrenia,MSI2
1243,rs12997796-<b>A</b>,2e-06,schizophrenia,RMND5A
1263,rs1765142-<b>A</b>,2e-06,schizophrenia,ARL14EP
1263,rs1765142-<b>A</b>,2e-06,schizophrenia,RPL12P30
1266,rs17731-<b>A</b>,2e-06,schizophrenia,KLF6
1286,rs6468049-<b>T</b>,2e-06,schizophrenia,UNKNOWN
1294,rs6678676-<b>C</b>,2e-06,schizophrenia,LINC00862
610,rs17018359-<b>?</b>,2e-06,schizophrenia,CTNNA2
1312,rs9316337-<b>G</b>,2e-06,schizophrenia,ZDHHC20
1330,rs9631085-<b>A</b>,2e-06,schizophrenia,ANKRD36
1338,rs147897924-<b>C</b>,2e-06,schizophrenia,LINC02264
1340,rs1482292-<b>C</b>,2e-06,schizophrenia,TMEM132D
1350,rs1524480-<b>G</b>,2e-06,schizophrenia,UNKNOWN
1383,rs1987778-<b>T</b>,2e-06,schizophrenia,SIPA1L1
1743,rs10783624-<b>C</b>,2e-06,schizophrenia,LINC02406
1709,rs11006253-<b>A</b>,2e-06,schizophrenia,BICC1
1760,rs2242194-<b>G</b>,2e-06,schizophrenia,ZBTB7B
1915,rs16977195-<b>?</b>,2e-06,schizophrenia,AGBL1
1896,rs12699131-<b>?</b>,2e-06,schizophrenia,CALN1
1819,rs2860223-<b>C</b>,2e-06,schizophrenia,Metazoa_SRP
1819,rs2860223-<b>C</b>,2e-06,schizophrenia,ST3GAL1-DT
1845,rs7045881-<b>?</b>,2e-06,schizophrenia,PLAA
1906,rs4775413-<b>?</b>,2e-06,schizophrenia,UNKNOWN
1889,rs11130874-<b>?</b>,2e-06,schizophrenia,PTPRG
1789,rs12611334-<b>G</b>,2e-06,schizophrenia,CLC
1789,rs12611334-<b>G</b>,2e-06,schizophrenia,LEUTX
1917,rs10911902-<b>?</b>,2e-06,schizophrenia,PTGS2
1917,rs10911902-<b>?</b>,2e-06,schizophrenia,SSBP3
214,rs3013169-<b>T</b>,3e-06,schizophrenia,EYS
1406,rs198160-<b>G</b>,3e-06,schizophrenia,LINC02194
1406,rs198160-<b>G</b>,3e-06,schizophrenia,PRKCB
1908,rs2252865-<b>?</b>,3e-06,schizophrenia,RERE
1169,rs9908552-<b>T</b>,3e-06,schizophrenia,YWHAE
1403,rs2185077-<b>T</b>,3e-06,schizophrenia,LINC02812
1403,rs2185077-<b>T</b>,3e-06,schizophrenia,SLC25A3P1
1152,rs72749142-<b>G</b>,3e-06,schizophrenia,KIF21B
2388,chr6:55564517-<b>?</b>,3e-06,schizophrenia,UNKNOWN
209,rs187568-<b>A</b>,3e-06,schizophrenia,EDIL3
2408,rs3931099-<b>T</b>,3e-06,schizophrenia,ANKFY1
1395,rs2094900-<b>A</b>,3e-06,schizophrenia,UNKNOWN
1392,rs207282-<b>T</b>,3e-06,schizophrenia,LINC02438
1392,rs207282-<b>T</b>,3e-06,schizophrenia,FAM184B
2397,rs10489482-<b>T</b>,3e-06,schizophrenia,RNU7-183P
2397,rs10489482-<b>T</b>,3e-06,schizophrenia,GS1-279B7.1
1790,rs7930295-<b>G</b>,3e-06,schizophrenia,FEZ1
1592,rs1210898-<b>T</b>,3e-06,schizophrenia,EBNA1BP2
1379,rs141308780-<b>G</b>,3e-06,schizophrenia,SH3GL3
1410,rs66831316-<b>?</b>,3e-06,schizophrenia,UNKNOWN
1282,rs6424555-<b>T</b>,3e-06,schizophrenia,LINC02238
1211,rs114726755-<b>T</b>,3e-06,schizophrenia,CRB1
1483,rs7688014-<b>C</b>,3e-06,schizophrenia,SLC9B2
1484,rs76939711-<b>A</b>,3e-06,schizophrenia,DNAJB8-AS1
1461,rs7303433-<b>G</b>,3e-06,schizophrenia,SOX5
1493,rs77868089-<b>A</b>,3e-06,schizophrenia,AZU1P1
1493,rs77868089-<b>A</b>,3e-06,schizophrenia,CDKN2AIPNLP3
1496,rs78037194-<b>G</b>,3e-06,schizophrenia,FMN2
1204,rs4685495-<b>A</b>,3e-06,schizophrenia,CNTN4
1409,rs76569837-<b>G</b>,3e-06,schizophrenia,U6
1821,rs12210050-<b>?</b>,3e-06,schizophrenia,IRF4
1821,rs12210050-<b>?</b>,3e-06,schizophrenia,EXOC2
226,rs8063446-<b>?</b>,3e-06,schizophrenia,SLC7A6OS
1428,rs58950470-<b>T</b>,3e-06,schizophrenia,PCNX3
1426,rs582580-<b>G</b>,3e-06,schizophrenia,ARL2
1426,rs582580-<b>G</b>,3e-06,schizophrenia,BATF2
1530,rs8133932-<b>C</b>,3e-06,schizophrenia,PCBP3
1894,rs1869901-<b>?</b>,3e-06,schizophrenia,PLCB2
1544,rs76049629-<b>G</b>,3e-06,schizophrenia,ATOH1
1783,rs1602565-<b>C</b>,3e-06,schizophrenia,MYBPC3
1783,rs1602565-<b>C</b>,3e-06,schizophrenia,LINC02742
1657,rs3770752-<b>A</b>,3e-06,schizophrenia,QPCT
1721,rs111803315-<b>G</b>,3e-06,schizophrenia,JKAMP
1105,rs2323266-<b>?</b>,3e-06,schizophrenia,PCDH20
1664,rs3856261-<b>G</b>,3e-06,schizophrenia,RIT1
1844,rs433598-<b>T</b>,3e-06,schizophrenia,ACSM1
1844,rs433598-<b>T</b>,3e-06,schizophrenia,ACSM3
1322,rs9545047-<b>A</b>,3e-06,schizophrenia,RBM26
1728,rs11264213-<b>A</b>,3e-06,schizophrenia,AGO4
1311,rs9310732-<b>A</b>,3e-06,schizophrenia,THRB
1109,rs11699237-<b>?</b>,3e-06,schizophrenia,BMP7
177,rs7989524-<b>A</b>,3e-06,schizophrenia,PHF2P2
1106,rs10900020-<b>?</b>,3e-06,schizophrenia,LINC02881
1106,rs10900020-<b>?</b>,3e-06,schizophrenia,CXCL12
1110,rs1455244-<b>?</b>,3e-06,schizophrenia,LINC01255
1344,rs1499972-<b>C</b>,3e-06,schizophrenia,UNKNOWN
1888,rs1009080-<b>?</b>,3e-06,schizophrenia,LINC01648
1323,rs9554348-<b>T</b>,3e-06,schizophrenia,HS6ST3
1748,rs10853575-<b>T</b>,3e-06,schizophrenia,SMAD7
1748,rs10853575-<b>T</b>,3e-06,schizophrenia,DYM
1646,rs354225-<b>G</b>,3e-06,schizophrenia,EML6
1646,rs354225-<b>G</b>,3e-06,schizophrenia,SPTBN1
1771,rs2429030-<b>T</b>,3e-06,schizophrenia,KIFBP
1315,rs9341835-<b>C</b>,4e-06,schizophrenia,EEF1B2P5
1315,rs9341835-<b>C</b>,4e-06,schizophrenia,LGSN
1175,rs1267813-<b>G</b>,4e-06,schizophrenia,JAM3
1522,rs80353807-<b>G</b>,4e-06,schizophrenia,ZNF365
1107,rs10052004-<b>?</b>,4e-06,schizophrenia,SALL4P1
1244,rs13004237-<b>G</b>,4e-06,schizophrenia,UNKNOWN
1532,rs7531932-<b>A</b>,4e-06,schizophrenia,NEGR1
1411,rs189918-<b>C</b>,4e-06,schizophrenia,DNAJC11
1550,rs76405237-<b>G</b>,4e-06,schizophrenia,TMEM178B
1180,rs10218712-<b>T</b>,4e-06,schizophrenia,FOXO6
589,rs61990820-<b>A</b>,4e-06,schizophrenia,NRXN3
1536,rs7551345-<b>A</b>,4e-06,schizophrenia,ZCCHC17
1710,rs11039131-<b>C</b>,4e-06,schizophrenia,DDB2
1710,rs11039131-<b>C</b>,4e-06,schizophrenia,PACSIN3
1111,rs7172342-<b>?</b>,4e-06,schizophrenia,RORA
1355,rs16831047-<b>A</b>,4e-06,schizophrenia,RNU7-147P
1727,rs112627313-<b>A</b>,4e-06,schizophrenia,U3
1755,rs10932194-<b>G</b>,4e-06,schizophrenia,CREB1
1916,rs4846033-<b>?</b>,4e-06,schizophrenia,AGTRAP
1916,rs4846033-<b>?</b>,4e-06,schizophrenia,DRAXIN
579,rs41464545-<b>G</b>,4e-06,schizophrenia,LINC02232
1205,rs55970365-<b>C</b>,4e-06,schizophrenia,LINC01370
611,rs16945898-<b>?</b>,4e-06,schizophrenia,UNKNOWN
1497,rs7811528-<b>G</b>,4e-06,schizophrenia,TTYH3
1744,rs10788251-<b>C</b>,4e-06,schizophrenia,TACC2
1510,rs79169085-<b>C</b>,4e-06,schizophrenia,SKAP1
1202,rs369019574-<b>A</b>,4e-06,schizophrenia,UNKNOWN
1458,rs72963233-<b>C</b>,4e-06,schizophrenia,UNKNOWN
1201,rs2144051-<b>G</b>,4e-06,schizophrenia,LINC02304
1224,rs11712112-<b>A</b>,4e-06,schizophrenia,MGLL
1200,rs144759648-<b>A</b>,4e-06,schizophrenia,NOM1
1200,rs144759648-<b>A</b>,4e-06,schizophrenia,LMBR1
1822,rs12426725-<b>?</b>,4e-06,schizophrenia,PPFIA2
1198,rs11864208-<b>C</b>,4e-06,schizophrenia,ADCY7
1198,rs11864208-<b>C</b>,4e-06,schizophrenia,TENT4B
1459,rs72975629-<b>C</b>,4e-06,schizophrenia,UNKNOWN
1557,rs12432904-<b>G</b>,4e-06,schizophrenia,EIF5
1557,rs12432904-<b>G</b>,4e-06,schizophrenia,HMGB3P26
1408,rs67900830-<b>A</b>,4e-06,schizophrenia,CRYAA
1114,rs4798896-<b>?</b>,4e-06,schizophrenia,UNKNOWN
1267,rs17766408-<b>T</b>,4e-06,schizophrenia,RPSAP52
1643,rs35123781-<b>G</b>,4e-06,schizophrenia,RNU6-236P
1643,rs35123781-<b>G</b>,4e-06,schizophrenia,CXXC5
1652,rs36109662-<b>G</b>,4e-06,schizophrenia,LHFPL3
1841,rs1572299-<b>A</b>,4e-06,schizophrenia,UNKNOWN
1153,rs72793138-<b>A</b>,4e-06,schizophrenia,PCDH15
1831,rs4427170-<b>T</b>,4e-06,schizophrenia,SGCZ
1605,rs12431204-<b>A</b>,4e-06,schizophrenia,TRPC4
1605,rs12431204-<b>A</b>,4e-06,schizophrenia,LINC02334
1138,rs7002619-<b>T</b>,4e-06,schizophrenia,MSR1
1148,rs7266699-<b>C</b>,4e-06,schizophrenia,PHACTR3
1374,rs1389724-<b>T</b>,4e-06,schizophrenia,NRBF2P3
1374,rs1389724-<b>T</b>,4e-06,schizophrenia,Y_RNA
1614,rs28669119-<b>G</b>,4e-06,schizophrenia,MEF2C-AS1
1370,rs1351356-<b>T</b>,4e-06,schizophrenia,MED30
1365,rs1335882-<b>T</b>,4e-06,schizophrenia,SPATA2P1
1625,rs2977125-<b>T</b>,4e-06,schizophrenia,TRMT9B
1625,rs2977125-<b>T</b>,4e-06,schizophrenia,LINC00681
1787,rs6917824-<b>G</b>,4e-06,schizophrenia,NKAIN2
1633,rs337718-<b>T</b>,4e-06,schizophrenia,UNKNOWN
1636,rs34411452-<b>T</b>,4e-06,schizophrenia,UBLCP1
1636,rs34411452-<b>T</b>,4e-06,schizophrenia,LINC01932
1640,rs34777351-<b>C</b>,4e-06,schizophrenia,UNKNOWN
1264,rs17684571-<b>C</b>,4e-06,schizophrenia,DST
1213,rs11599218-<b>G</b>,4e-06,schizophrenia,CFAP58
1572,rs12595305-<b>T</b>,4e-06,schizophrenia,MIR9-3HG
1572,rs12595305-<b>T</b>,4e-06,schizophrenia,POLG-DT
1580,rs12723316-<b>G</b>,4e-06,schizophrenia,LINC01725
1791,rs1046089-<b>G</b>,4e-06,schizophrenia,PRRC2A
1261,rs1734907-<b>A</b>,4e-06,schizophrenia,POP7
1261,rs1734907-<b>A</b>,4e-06,schizophrenia,EPO
1694,rs4776059-<b>T</b>,4e-06,schizophrenia,FAM214A
1566,rs1251350-<b>C</b>,4e-06,schizophrenia,RN7SL825P
1566,rs1251350-<b>C</b>,4e-06,schizophrenia,KIF5B
1886,rs7017212-<b>?</b>,4e-06,schizophrenia,MSRA
2280,rs146300688-<b>C</b>,4e-06,schizophrenia,LINC01320
1665,rs4084594-<b>T</b>,4e-06,schizophrenia,NT5ELP
1404,rs2189246-<b>A</b>,4.9999999999999996e-06,schizophrenia,PCLO
1249,rs13110633-<b>C</b>,4.9999999999999996e-06,schizophrenia,SLAIN2
1249,rs13110633-<b>C</b>,4.9999999999999996e-06,schizophrenia,SLC10A4
1405,rs220519-<b>T</b>,4.9999999999999996e-06,schizophrenia,ARHGAP40
1274,rs1863824-<b>G</b>,4.9999999999999996e-06,schizophrenia,GRID1
1352,rs1561296-<b>T</b>,4.9999999999999996e-06,schizophrenia,SPATS2L
1407,rs6083-<b>A</b>,4.9999999999999996e-06,schizophrenia,LIPC
1361,rs13276960-<b>G</b>,4.9999999999999996e-06,schizophrenia,MAILR
1273,rs1858740-<b>C</b>,4.9999999999999996e-06,schizophrenia,XYLB
1230,rs117509195-<b>G</b>,4.9999999999999996e-06,schizophrenia,LINC00301
1290,rs6549358-<b>G</b>,4.9999999999999996e-06,schizophrenia,HMGB1P36
