"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs864643-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,MOBP,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,3:39514089
rs2677744-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,MAN2A2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,15:90907211
rs10983238-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,ASTN2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,9:116571404
rs515910-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,CFAP43,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,10:104206646
rs4964805-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,NT5DC3,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,12:103799046
rs2242073-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,CRYGC,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,2:208129321
rs7164335-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,ITGA11,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,15:68422693
rs7995215-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,GPC6,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,13:93756253
rs2241685-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,MYT1L,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,2:1922221
rs10786284-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,TLL2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,10:96375748
rs2237349-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,CREB5,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,7:28723346
rs10514604-<b>?</b>,"8 x 10-7",,NR,'-,'-,'-,ATP2C2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,16:84412778
rs11646411-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,CDH13,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,16:82713332
rs2842643-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"NPM1P51, TFEB","Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,6:41682998
rs469727-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,REEP5,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,5:112907271
rs3799977-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,SUPT3H,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,6:44869619
rs16928529-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,UNC5B,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,10:71223228
rs2199161-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,MAP1B,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,5:72114529
rs7175404-<b>?</b>,"6 x 10-7",,NR,'-,'-,'-,SEPHS1P2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,15:93493459
rs2502731-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,DNM1,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,9:128214278
rs220470-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,ITGAE,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,17:3761681
rs1555322-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"MMP24OS, MMP24","Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,20:35261376
rs2281597-<b>?</b>,"5 x 10-7",,NR,'-,'-,'-,CSMD2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000246,1:33894257
rs6119286-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,DNMT3B,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32807671
rs13043694-<b>A</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:48459908
rs17123726-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,EFCAB8,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32859562
rs12613775-<b>T</b>,"4 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:103964045
rs7722425-<b>T</b>,"5 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127790070
rs12523164-<b>T</b>,"6 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127726279
rs4835929-<b>T</b>,"7 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127718586
rs6057651-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,MAPRE1,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:32822531
rs9364220-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,FRMD1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,6:168089888
rs4458264-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,"LINC00494, RNU7-144P","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:48461291
rs4402823-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:48461279
rs4810796-<b>A</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:48459954
rs12671878-<b>A</b>,"1 x 10-6",,'-,'-,'-,'-,DPP6,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,7:153861864
rs6057648-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,DNMT3B,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32797074
rs6119285-<b>T</b>,"4 x 10-6",,'-,'-,'-,'-,DNMT3B,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32789189
rs6057651-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,MAPRE1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32822531
rs6057652-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,MAPRE1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32832003
rs7270085-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,MAPRE1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32849801
rs8123073-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,EFCAB8,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32859052
rs10153620-<b>C</b>,"6 x 10-6",,'-,'-,'-,'-,PARD3B,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,2:205195913
rs6983777-<b>A</b>,"8 x 10-6",,'-,'-,'-,'-,"LINC01181, MTCO2P4","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,8:103106338
rs6758152-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:104051280
rs7164923-<b>T</b>,"5 x 10-6",,'-,'-,'-,'-,"RNU6-741P, PWRN4","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,15:23817768
rs6947495-<b>A</b>,"1 x 10-6",,'-,'-,'-,'-,DPP6,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,7:153855979
rs4458264-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,"LINC00494, RNU7-144P","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:48461291
rs4402823-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:48461279
rs6057659-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,"EFCAB8, MAPRE1","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:32857341
rs11903187-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:103972680
rs4708431-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,FRMD1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,6:168083405
rs910191-<b>A</b>,"2 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:48460486
rs11681930-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,PARD3B,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,2:205198574
rs2110267-<b>C</b>,"6 x 10-6",,'-,'-,'-,'-,DPP6,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,7:153838604
rs11994034-<b>T</b>,"7 x 10-6",,'-,'-,'-,'-,MSC-AS1,"Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,8:72158500
rs2110267-<b>C</b>,"5 x 10-7",,'-,'-,'-,'-,DPP6,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,7:153838604
rs910191-<b>A</b>,"2 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:48460486
rs1515641-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127803924
rs2192271-<b>T</b>,"1 x 10-6",,'-,'-,'-,'-,DPP6,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,7:153852211
rs13043694-<b>A</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (combined symptoms)","attention deficit hyperactivity disorder",'-,GCST001931,20:48459908
rs4810796-<b>A</b>,"3 x 10-6",,'-,'-,'-,'-,"RNU7-144P, LINC00494","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:48459954
rs2119507-<b>T</b>,"4 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:103956547
rs10193430-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:103970893
rs1036736-<b>T</b>,"4 x 10-6",,'-,'-,'-,'-,LINC01965,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,2:103962075
rs10463833-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,"CCDC192, CUL1P1","Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127786620
rs10463832-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127774794
rs12513840-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,CCDC192,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,5:127724250
rs6057652-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,MAPRE1,"Attention deficit hyperactivity disorder (hyperactivity-impulsivity symptoms)","attention deficit hyperactivity disorder",'-,GCST001944,20:32832003
rs12919130-<b>A</b>,"2 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20115652
rs11687420-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,"RPL6P5, TEX41","Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,2:145287997
rs9364220-<b>A</b>,"6 x 10-6",,'-,'-,'-,'-,FRMD1,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,6:168089888
rs12596252-<b>A</b>,"3 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20045671
rs1902813-<b>C</b>,"3 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20046339
rs12926725-<b>T</b>,"3 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20048355
rs1822881-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,"RPL6P5, TEX41","Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,2:145286484
rs12931939-<b>T</b>,"6 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20049508
rs6497436-<b>T</b>,"6 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20112193
rs2608200-<b>A</b>,"6 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20110968
rs11642377-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20098331
rs7448069-<b>T</b>,"1 x 10-6",,'-,'-,'-,'-,CPLX2,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,5:175817031
rs12926729-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20089048
rs11647507-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20084306
rs10180522-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,"TEX41, RPL6P5","Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,2:145314285
rs12924103-<b>T</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20083224
rs10521115-<b>A</b>,"8 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20079323
rs13407123-<b>T</b>,"8 x 10-6",,'-,'-,'-,'-,"TEX41, RPL6P5","Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,2:145335188
rs7185264-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20083564
rs7201408-<b>A</b>,"7 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20082732
rs10521114-<b>A</b>,"8 x 10-6",,'-,'-,'-,'-,GPR139,"Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,16:20078432
rs13006237-<b>A</b>,"9 x 10-6",,'-,'-,'-,'-,"PSMD14P1, ELOAP1","Attention deficit hyperactivity disorder (inattention symptoms)","attention deficit hyperactivity disorder",'-,GCST001943,2:123757465
rs12575642-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,FERMT3,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,11:64212171
rs11607165-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,STIP1,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,11:64196475
rs11778329-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,UBE2V2,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,8:48140605
rs10858396-<b>?</b>,"6 x 10-6",,NR,'-,'-,'-,"SOCS5P2, C9orf62","Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,9:135383930
rs1059440-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,TRPT1,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,11:64224329
rs12037173-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,LRRC7,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,1:69890298
rs797820-<b>?</b>,"8 x 10-6",,NR,'-,'-,'-,SEMA3A,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001154,7:83979723
rs5016282-<b>A</b>,"1 x 10-6",,NR,'-,'-,'-,GRM5,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001287,11:89008492
rs2556378-<b>T</b>,"7 x 10-6",,NR,'-,'-,'-,BCL11A,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST001287,2:60535367
rs17232800-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"MTL3P, TMX3","Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST002048,18:68625022
rs6453417-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,ARSB,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST002048,5:78814709
rs4245040-<b>?</b>,"7 x 10-6",,NR,'-,'-,'-,GRIK4,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST002048,11:120649920
rs16828074-<b>?</b>,"6 x 10-9",,NR,'-,'-,'-,NCL,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST002048,2:231454043
rs7463256-<b>T</b>,"3 x 10-6",,NR,'-,'-,'-,CHMP7,"Attention deficit hyperactivity disorder","attention deficit hyperactivity disorder",'-,GCST000751,8:23244107
